Comune;Provincia;Regione;Intervento;Lotto;Norma di riferimento;Tipo di dissesto;Posizione;Denominazione;Localit�;Ente attuatore;Comune primario;Importo finanziato;Nota importo finanziato;Importo lotto;Fase di attuazione;;;;;;;;;;;;;;;;
TORGIANO;PERUGIA;Umbria;PG007A/10;46;AP 2010-11;Alluvione;Centroide;Manutenzione sui corsi d'acqua minori in Comune di Torgiano;comune di Torgiano;Commissario Straordinario - attuazione interventi Regione Umbria;PERUGIA;0.00;vedi lotto 1;10000.00;in progettazione;;;;;;;;;;;;;;;;
TREVI;PERUGIA;Umbria;PG007A/10;44;AP 2010-11;Alluvione;Centroide;Ricostruzione argine Torrente Alveo S. Lorenzo loc. La Cuccia;comune di Trevi;Commissario Straordinario - attuazione interventi Regione Umbria;PERUGIA;0.00;vedi lotto 1;20000.00;concluso;;;;;;;;;;;;;;;;
TREVI;PERUGIA;Umbria;PG007A/10;82;AP 2010-11;Alluvione;Centroide;Somma urgenza per il ripristino della rotta arginale sull?Alveo di San Lorenzo loc. Sant?Anna a valle dell?omonimo campo di espansione Comune di Trevi;Sant'Anna;Commissario Straordinario - attuazione interventi Regione Umbria;PERUGIA;0.00;vedi lotto 1;20000.00;concluso;;;;;;;;;;;;;;;;
TUORO SUL TRASIMENO;PERUGIA;Umbria;368/09;13;D.L.180/98;Alluvione;Georiferito;Manutenzione ordinaria e straordinaria delle aree spondali e del reticolo idrografico;Fosso Riscovello e Riscovellino in Comune di Tuoro;Comuniti Montana e Unioni Comuni - MONTI TRASIMENO;PERUGIA;0.00;vedi lotto 1;66205.88;concluso;;;;;;;;;;;;;;;;
TUORO SUL TRASIMENO;PERUGIA;Umbria;368/09;15;D.L.180/98;Alluvione;Georiferito;Manutenzione ordinaria e straordinaria delle aree spondali e del reticolo idrografico;T.te Rio in comune di Tuoro;Comunito Montana e Unioni Comuni - MONTI TRASIMENO;PERUGIA;0.00;vedi lotto 1;37000.00;concluso;;;;;;;;;;;;;;;;
UMBERTIDE;PERUGIA;Umbria;295/07;1;D.L.180/98;Alluvione;Georiferito;Difese spondali (scogliere), sovralzo arginale;Sponda destra del Tevere a valle del ponte del capoluogo;Comune - UMBERTIDE;UMBERTIDE;100000.00;;100000.00;concluso;;;;;;;;;;;;;;;;
UMBERTIDE;PERUGIA;Umbria;326/08;1;D.L.180/98;Alluvione;Georiferito;Opere idrauliche;Torrente Regghia nel capoluogo;Comune - UMBERTIDE;UMBERTIDE;650000.00;;650000.00;concluso;;;;;;;;;;;;;;;;
UMBERTIDE;PERUGIA;Umbria;327/08;4;D.L.180/98;Non definito;Georiferito;Interventi di manutenzione ordinaria e straordinaria;T. Mansola, loc. Case Piano, confluenza con il Niccone nel Comune di Umbertide;Comunito Montana e Unioni Comuni - ALTO TEVERE UMBRO;PERUGIA;0.00;vedi lotto 1;40000.00;concluso;;;;;;;;;;;;;;;;
UMBERTIDE;PERUGIA;Umbria;460/06;1;D.L.180/98;Non definito;Georiferito;Opere di prevenzione del rischio idrogeologico;Diverse;Comune - UMBERTIDE;UMBERTIDE;750000.00;;750000.00;concluso;;;;;;;;;;;;;;;;
UMBERTIDE;PERUGIA;Umbria;PG007A/10;2;AP 2010-11;Alluvione;Georiferito;Rimozione alberature pericolanti e materiale di deposito Fiume Tevere  loc. Pierantonio;comune di Umbertide;Commissario Straordinario - attuazione interventi Regione Umbria;PERUGIA;0.00;vedi lotto 1;15000.00;concluso;;;;;;;;;;;;;;;;
UMBERTIDE;PERUGIA;Umbria;PG007A/10;21;AP 2010-11;Alluvione;Centroide;Ripristino della sezione di deflusso mediante rimozione del materiale di sovralluvionamento Torrente Assino loc. Pian d'Assino;comune di Umbertide;Commissario Straordinario - attuazione interventi Regione Umbria;PERUGIA;0.00;vedi lotto 1;8000.00;concluso;;;;;;;;;;;;;;;;
UMBERTIDE;PERUGIA;Umbria;PG007A/10;67;AP 2010-11;Alluvione;Centroide;Somma urgenza per la riparazione di una falla arginale su un tratto pensile del torrente Riascone in localitt Ca di Nardo del Comune di San Giustino? ?;Ca' di Nardo;Commissario Straordinario - attuazione interventi Regione Umbria;PERUGIA;0.00;vedi lotto 1;12500.00;concluso;;;;;;;;;;;;;;;;
VALLO DI NERA;PERUGIA;Umbria;327/08;6;D.L.180/98;Non definito;Georiferito;Interventi di manutenzione ordinaria e straordinaria;F. Nera, comune Vallo di Nera, loc. Piedipaterno;Comunit, Montana e Unioni Comuni - VALNERINA;PERUGIA;0.00;vedi lotto 1;46400.00;concluso;;;;;;;;;;;;;;;;
VALLO DI NERA;PERUGIA;Umbria;PG007A/10;88;AP 2010-11;Alluvione;Centroide;Interventi di ripristino officiosito idraulica e sistemazione profilo del fosso di Montefiorello in Comune di in Comune di Vallo di Nera e interventi sul reticolo di 3n categoria;Montefiorello;Commissario Straordinario - attuazione interventi Regione Umbria;PERUGIA;0.00;vedi lotto 1;260000.00;da avviare o dati non comunicati;;;;;;;;;;;;;;;;
ACQUASPARTA;TERNI;Umbria;328/08;2;D.L.180/98;Alluvione;Georiferito;Interventi di manutenzione ordinaria e straordinaria;Penne in Teverina, Acquasparta;Provincia - Terni;TERNI;0.00;vedi lotto 1;245206.00;concluso;;;;;;;;;;;;;;;;
ALLERONA;TERNI;Umbria;517/02;1;D.L.180/98;Frana;Georiferito;Consolidamento crolli e movimenti franosi.;Centro abitato comune.;Comune - ALLERONA;ALLERONA;516457.00;;516457.00;concluso;;;;;;;;;;;;;;;;
ALVIANO;TERNI;Umbria;365/09;1;D.L.180/98;Frana;Georiferito;Consolidamento centro abitato;Centro abitato del Capoluogo;Comune - ALVIANO;ALVIANO;667000.00;;667000.00;concluso;;;;;;;;;;;;;;;;
ALVIANO;TERNI;Umbria;TR017A/10;1;AP 2010-11;Frana;Georiferito;Consolidamento e messa in sicurezza della strada - Riprofilatura versanti estesi all'area calanchiva, interventi di regimazione delle acque superficiali;Campo Arcangelo lungo la strada comunale Villa;Commissario Straordinario - attuazione interventi Regione Umbria;ALVIANO;650000.00;;650000.00;concluso;;;;;;;;;;;;;;;;
AMELIA;TERNI;Umbria;PG007A/10;79;AP 2010-11;Alluvione;Centroide;Somma urgenza per il ripristino dell?officiositt idraulica del fosso Sassone/Streghe e ripristino di una rotta arginale nel tratto interessante la Comunito Incontro in loc. Mulino Silla in Comune di Amelia;Mulino Silla;Commissario Straordinario - attuazione interventi Regione Umbria;PERUGIA;0.00;vedi lotto 1;56811.72;concluso;;;;;;;;;;;;;;;;
ARRONE;TERNI;Umbria;326/99;1;D.L.180/98;Alluvione;Georiferito;SISTEMAZIONE IDRAULICA;FOSSO DI ROSCIANO;ComunitI Montana e Unioni Comuni - VALLE DEL NERA E MONTE SAN PANCRAZIO;ARRONE;516456.90;;979875.00;concluso;;;;;;;;;;;;;;;;
ATTIGLIANO;TERNI;Umbria;PG007A/10;78;AP 2010-11;Alluvione;Centroide;Somma urgenza per il ripristino dell?officiositt idraulica dei fossi Rio Secco/Vorgone, nel tratto a monte dello scarico del depuratore comunale di Giove alla confluenza con il fosso Rio Rio Secco/Vorgone al ponte della S.P. 86 in Comune di Attigliano;Depuratore comunale, ponte SP 86;Commissario Straordinario - attuazione interventi Regione Umbria;PERUGIA;0.00;vedi lotto 1;50000.00;concluso;;;;;;;;;;;;;;;;
BASCHI;TERNI;Umbria;187/06;1;D.L.180/98;Frana;Georiferito;Drenaggi profondi, riprofilatura versanti, ripristino sede stradale;Frazione Acqualoreto;Comune - BASCHI;BASCHI;790179.00;;790179.00;concluso;;;;;;;;;;;;;;;;
BASCHI;TERNI;Umbria;518/02;1;D.L.180/98;Frana;Georiferito;"Consolidamento crolli travertini;scorrimentorotazionale traslativo di versante.";Versante nord-orientale Civitella del Lago.;Comune - BASCHI;BASCHI;206583.00;;206582.00;concluso;;;;;;;;;;;;;;;;
BASCHI;TERNI;Umbria;TR012A/10;1;AP 2010-11;Frana;Georiferito;Mitigazione del rischio idrogeologico. Disgaggi, chiodature, consolidamenti;Civitella del Lago;Commissario Straordinario - attuazione interventi Regione Umbria;BASCHI;1500000.00;;1500000.00;concluso;;;;;;;;;;;;;;;;
CALVI DELL'UMBRIA;TERNI;Umbria;328/99;1;D.L.180/98;Frana;Georiferito;CONSOLIDAMENTO ABITATO                                                Lavori di risanamento dissesto idrogeologico del capoluogo - 1s stralcio.;CALVI;Comune - CALVI DELLAUMBRIA;CALVI DELLAUMBRIA;129114.22;;987534.00;concluso;;;;;;;;;;;;;;;;
CASTEL GIORGIO;TERNI;Umbria;PG007A/10;40;AP 2010-11;Alluvione;Georiferito;Ripararzione rotta arginale Fosso Rodinciampa loc. 200 m. a monte confluenza fosso Casa bruciata in prossimit? della S.R. n. 77 Maremmana;comune di Castel Giorgio;Commissario Straordinario - attuazione interventi Regione Umbria;PERUGIA;0.00;vedi lotto 1;15000.00;concluso;;;;;;;;;;;;;;;;
CASTEL VISCARDO;TERNI;Umbria;013/EC;1;D.L.180/98;Frana;Centroide;"Utilizzo delle economie intervento 366/09 ""Interventi urgenti di manutenzione nelle frazioni di Monterubaglio e Viceno""";Monterubaglio e Viceno;Comune - CASTEL VISCARDO;CASTEL VISCARDO;0.00;;0.00;da avviare o dati non comunicati;;;;;;;;;;;;;;;;
CASTEL VISCARDO;TERNI;Umbria;10IR037/G1;1;D.D. CLE;Frana;Georiferito;opere di stabilizzazione del versante sud del centro abitato;;;;;;;;;;;;;;;;;;;;;;;
;Monterubiaglio;Regione - Umbria;CASTEL VISCARDO;900000.00;;900000.00;in progettazione;;;;;;;;;;;;;;;;;;;;;;;;
CASTEL VISCARDO;TERNI;Umbria;216/06;1;D.L.180/98;Frana;Georiferito;Messa in sicurezza del territorio;centro abitato di Viceno;Comune - CASTEL VISCARDO;CASTEL VISCARDO;864000.00;;864000.00;concluso;;;;;;;;;;;;;;;;
CASTEL VISCARDO;TERNI;Umbria;290/07;1;D.L.180/98;Frana;Georiferito;Regimazione acque superficiale, opere di ingegneria naturalistica, opere di contenimento;Centro abitato - Frazione di Viceno;Comune - CASTEL VISCARDO;CASTEL VISCARDO;100000.00;;100000.00;concluso;;;;;;;;;;;;;;;;
CASTEL VISCARDO;TERNI;Umbria;366/09;1;D.L.180/98;Frana;Georiferito;Consolidamento del centro abitato;Monterubiaglio;Comune - CASTEL VISCARDO;CASTEL VISCARDO;700000.00;;700000.00;concluso;;;;;;;;;;;;;;;;
FABRO;TERNI;Umbria;144/09;2;D.L.180/98;Alluvione;Georiferito;Interventi di manutenzione ordinaria e straordinaria sui principali corsi d'acqua classificati e non classificati;T.nte Argento;Consorzio di Bonifica - Val di Chiana Romana;PERUGIA;0.00;vedi lotto 1;12693.14;concluso;;;;;;;;;;;;;;;;
FABRO;TERNI;Umbria;328/08;3;D.L.180/98;Alluvione;Georiferito;Interventi di manutenzione ordinaria e straordinaria;Orvieto, Fabro, Monteleone;Consorzio di Bonifica - Val di Chiana Romana;TERNI;0.00;vedi lotto 1;90000.00;concluso;;;;;;;;;;;;;;;;
FABRO;TERNI;Umbria;500/06;1;D.L.180/98;Alluvione;Georiferito;Messa in sicurezza del fiume Chiani a monte del nodo idraulico di Chiani;Diverse;Consorzio di Bonifica - Val di Chiana Romana e Val di Paglia;FABRO;3000000.00;;3000000.00;concluso;;;;;;;;;;;;;;;;
FABRO;TERNI;Umbria;PG007A/10;25;AP 2010-11;Alluvione;Georiferito;Riparazione rotta arginale mediante ricostruzione argine in terra Fosso Ballerino loc. a circa 30 m. a monte della confluenza nel Torrente Fossalto;comune di Fabro;Commissario Straordinario - attuazione interventi Regione Umbria;PERUGIA;0.00;vedi lotto 1;6500.00;concluso;;;;;;;;;;;;;;;;
FABRO;TERNI;Umbria;TR013A/10;1;AP 2010-11;Frana;Georiferito;Mitigazione rischio idrogeologico crolli rupe - Interventi di consolidamento a presidio delle abitazioni prosslme al ciglio della rupe soggetto a crolli, protezione dei versanti dall'erosione, regimazione acque superficiali;Carnaiola;Commissario Straordinario - attuazione interventi Regione Umbria;FABRO;1500000.00;;1500000.00;concluso;;;;;;;;;;;;;;;;
FERENTILLO;TERNI;Umbria;323/08;1;D.L.180/98;Frana;Georiferito;Pulizia e disgaggio, rete paramassi, creazione di una pista, rimozione materiale accumulato;Gabbio;Comune - FERENTILLO;FERENTILLO;590000.00;;590000.00;concluso;;;;;;;;;;;;;;;;
FERENTILLO;TERNI;Umbria;329/99;1;D.L.180/98;Frana;Georiferito;CONSOLIDAMENTO PARETI ROCCIOSE;MONTERIVOSO COLLEOLIVO;Comune - FERENTILLO;FERENTILLO;516456.90;;1291142.25;concluso;;;;;;;;;;;;;;;;
FERENTILLO;TERNI;Umbria;TR015A/10;1;AP 2010-11;Frana;Georiferito;Ripristino dei danni causati da dissesti idrogeologici. Disgaggi, chiodature, consolidamenti corticali;Matterella - strada di accesso al paese, Precetto;Commissario Straordinario - attuazione interventi Regione Umbria;FERENTILLO;1000000.00;;1000000.00;concluso;;;;;;;;;;;;;;;;
FICULLE;TERNI;Umbria;PG007A/10;74;AP 2010-11;Alluvione;Georiferito;Ripristini e consolidamenti di opere di regimazione (briglie e protezioni spondali) sugli affluenti Fosso Noce e Torr. Carcaione del fiume Chiani e del fosso delle Prese affluente del fiume Paglia nei Comuni di Ficulle, Orvieto e Castel Viscardo;Fornace, Le Prese e Ciconia;Commissario Straordinario - attuazione interventi Regione Umbria;PERUGIA;0.00;vedi lotto 1;310000.00;concluso;;;;;;;;;;;;;;;;
GIOVE;TERNI;Umbria;274/06;1;D.L.180/98;Frana;Georiferito;Drenaggi superficiali e profondi, muri di sostegno, gabbionate, paratie di pali tirantate, regimazione acque, indagini geognostiche;Centro storico;Comune - GIOVE;GIOVE;798000.00;;969280.00;concluso;;;;;;;;;;;;;;;;
MONTECASTRILLI;TERNI;Umbria;330/99;1;D.L.180/98;Frana;Georiferito;CONSOLIDAMENTO VERSANTE IN FRANA SULLA STRADA COMUNALE.                                                                            Lavori di risanamento pendice in frana lungo la strada comunale di Valligione-20 e 30 stralcio;VALLIGIONE;Comune - MONTECASTRILLI;MONTECASTRILLI;103291.38;;103049.00;concluso;;;;;;;;;;;;;;;;
MONTECASTRILLI;TERNI;Umbria;PG007A/10;61;AP 2010-11;Alluvione;Centroide;Somma urgenza per il ripristino della sezione idraulica del Fosso Bianco in Comune di Montecastrilli;comune di Montecastrilli;Commissario Straordinario - attuazione interventi Regione Umbria;PERUGIA;0.00;vedi lotto 1;50000.00;concluso;;;;;;;;;;;;;;;;
MONTECASTRILLI;TERNI;Umbria;PG007A/10;80;AP 2010-11;Alluvione;Centroide;Somma urgenza sul fosso Valle Molini dell?Arena per il potenziamento di un argine in loc. Valle Molina e l?adeguamento della sezione idraulica tra le loc. La Rena in Comune di Avigliano Umbro e Valle Molina in Comune di Montecastrilli;Valle Molina e La Rena;Commissario Straordinario - attuazione interventi Regione Umbria;PERUGIA;0.00;vedi lotto 1;60050.50;concluso;;;;;;;;;;;;;;;;
MONTELEONE D'ORVIETO;TERNI;Umbria;PG007A/10;31;AP 2010-11;Alluvione;Centroide;Ripararzione rotta arginale Fosso delle Monache loc. 250 m. a monte della confluenza con il Fiume Chiani;comune di Monteleone di Orvieto;Commissario Straordinario - attuazione interventi Regione Umbria;PERUGIA;0.00;vedi lotto 1;5000.00;concluso;;;;;;;;;;;;;;;;
NARNI;TERNI;Umbria;293/07;1;D.L.180/98;Frana;Georiferito;Contenimento scorrimenti traslativi e rotazionali;San Vito;Comune - NARNI;NARNI;600000.00;;600000.00;concluso;;;;;;;;;;;;;;;;
NARNI;TERNI;Umbria;PG007A/10;62;AP 2010-11;Alluvione;Centroide;Ripristino dell'officiosit? idraulica del reticolo idrografico  - Torrente Aia in Comune di Narni;comune di Narni;Commissario Straordinario - attuazione interventi Regione Umbria;PERUGIA;0.00;vedi lotto 1;51903.30;concluso;;;;;;;;;;;;;;;;
NARNI;TERNI;Umbria;PG007A/10;76;AP 2010-11;Alluvione;Centroide;Ripristino della officiosit  idraulica sottobacino del f. Nera Sx idraulica (fossi Stroncone, Valenza, Vallecaprina, Aia) Nei Comuni di Terni, Narni e Stroncone;Via dei Pioppi, Piefeossato Erbabigia;Commissario Straordinario - attuazione interventi Regione Umbria;PERUGIA;0.00;vedi lotto 1;156600.00;concluso;;;;;;;;;;;;;;;;
NARNI;TERNI;Umbria;PG007A/10;77;AP 2010-11;Alluvione;Centroide;Somma urgenza sul torrente Calamone in Comune di Narni loc. Corgneda ed a valle della Marattana;Corgneda;Commissario Straordinario - attuazione interventi Regione Umbria;PERUGIA;0.00;vedi lotto 1;12343.14;concluso;;;;;;;;;;;;;;;;
ORVIETO;TERNI;Umbria;022/02;1;D.L.180/98;Alluvione;Georiferito;PRIMO STRALCIO REALIZZAZIONE DI DIFESE PASSIVE ABITATO DI CICONIA;TORRENTE CHIANI - CICONIA;Consorzio di Bonifica - Val di Chiana Romana;ORVIETO;1549370.70;;1849370.70;concluso;;;;;;;;;;;;;;;;
ORVIETO;TERNI;Umbria;023/02;1;D.L.180/98;Alluvione;Georiferito;PRIMO STRALCIO DELLA REALIZZAZIONE DI OPERE ATTE ALL'ELIMINAZIONE DEI PICCHI DI PIENA E DI OPERE DI DIFESA RADENTI;FIUME PAGLIA - CAPOLUOGO;Consorzio di Bonifica - Val di Chiana Romana;ORVIETO;1032913.80;;1342787.94;concluso;;;;;;;;;;;;;;;;
ORVIETO;TERNI;Umbria;029/02;1;D.L.180/98;Alluvione;Georiferito;SISTEMAZIONE IDRAULICA E REALIZZAZIONE CASSE DI ESPANSIONE;TORRENTE CHIANI - CICONIA;Consorzio di Bonifica - Val di Chiana Romana;ORVIETO;1808000.00;;0.00;concluso;;;;;;;;;;;;;;;;
ORVIETO;TERNI;Umbria;029/98;1;D.L.180/98;Alluvione;Georiferito;Difesa idraulica T. Chiani in comune di Fabbro e Orvieto (TR).;Molino di Bagni;Consorzio di Bonifica - Val di Chiana Romana;ORVIETO;877976.73;;1652662.00;concluso;;;;;;;;;;;;;;;;
ORVIETO;TERNI;Umbria;144/09;13;D.L.180/98;Alluvione;Georiferito;Interventi di manutenzione ordinaria e straordinaria sui principali corsi d'acqua classificati e non classificati;F. Paglia ad Orvieto;Provincia - Terni;PERUGIA;0.00;vedi lotto 1;107276.77;concluso;;;;;;;;;;;;;;;;
ORVIETO;TERNI;Umbria;144/09;7;D.L.180/98;Alluvione;Georiferito;Interventi di manutenzione ordinaria e straordinaria sui principali corsi dtacqua classificati e non classificati;F. Chiani, tratto Fabro-Orvieto;Consorzio di Bonifica - Val di Chiana Romana;PERUGIA;0.00;vedi lotto 1;70000.00;concluso;;;;;;;;;;;;;;;;
ORVIETO;TERNI;Umbria;317/99;1;D.L.180/98;Alluvione;Georiferito;INTERVENTI URGENTI DI DIFESA IDRAULICA SUL FIUME CHIANI - II STRALCIO: CASSA DI ESPANSIONE IN LOC. PIAN DI MORRANO;Pian di Morrano;Consorzio di Bonifica - Val di Chiana Romana;ORVIETO;1291142.25;;3098741.40;concluso;;;;;;;;;;;;;;;;
ORVIETO;TERNI;Umbria;PG007A/10;22;AP 2010-11;Alluvione;Centroide;Rimozione alberature pericolanti e materiale di deposito Fiume Paglia loc. Ciconia;comune di Orvieto;Commissario Straordinario - attuazione interventi Regione Umbria;PERUGIA;0.00;vedi lotto 1;53359.59;concluso;;;;;;;;;;;;;;;;
ORVIETO;TERNI;Umbria;PG007A/10;26;AP 2010-11;Alluvione;Georiferito;Ripristino della sezione di deflusso mediante rimozione del materiale di sovralluvionamento Fosso dell'Abbadia loc. 100 m. a valle dell'attraversamento della S.P. Bagnorese;comune di Orvieto;Commissario Straordinario - attuazione interventi Regione Umbria;PERUGIA;0.00;vedi lotto 1;3500.00;concluso;;;;;;;;;;;;;;;;
ORVIETO;TERNI;Umbria;PG007A/10;27;AP 2010-11;Alluvione;Georiferito;Ripristino della sezione di deflusso mediante rimozione del materiale di sovralluvionamento Torrente Carcaione loc. tra ponte S.R.71 e confluenza Chiani;comune di Orvieto;Commissario Straordinario - attuazione interventi Regione Umbria;PERUGIA;0.00;vedi lotto 1;23465.80;concluso;;;;;;;;;;;;;;;;
ORVIETO;TERNI;Umbria;PG007A/10;28;AP 2010-11;Alluvione;Georiferito;Ripristino rivestimento di valle dello sfioratore di sicurezza e della funzionalit? idraulica delle opere accessorie Fiume Chiani loc.Cassa di espansione di Pian di Morrano;comune di Orvieto;Commissario Straordinario - attuazione interventi Regione Umbria;PERUGIA;0.00;vedi lotto 1;350000.00;concluso;;;;;;;;;;;;;;;;
ORVIETO;TERNI;Umbria;PG007A/10;29;AP 2010-11;Alluvione;Georiferito;Ripristino rivestimento di valle dello sfioratore di sicurezza Fiume Chiani loc. Cassa di espansione Molino dei Bagni;comune di Orvieto;Commissario Straordinario - attuazione interventi Regione Umbria;PERUGIA;0.00;vedi lotto 1;165000.00;concluso;;;;;;;;;;;;;;;;
ORVIETO;TERNI;Umbria;PG007A/10;30;AP 2010-11;Alluvione;Georiferito;Riparazione briglia guado ed officiosit? idraulica Torrente Romealla localit? Cioccoletta;comune di Orvieto;Commissario Straordinario - attuazione interventi Regione Umbria;PERUGIA;0.00;vedi lotto 1;22000.00;concluso;;;;;;;;;;;;;;;;
ORVIETO;TERNI;Umbria;PG014A/10;1;AP 2010-11;Frana;Georiferito;IConsolidamenti parietali e pendici;Rupe di Orvieto;Commissario Straordinario - attuazione interventi Regione Umbria;ORVIETO;1000000.00;;500000.00;concluso;;;;;;;;;;;;;;;;
ORVIETO;TERNI;Umbria;TR009A/10;1;AP 2010-11;Alluvione;Georiferito;Completamento interventi di messa in sicurezza dell'abitato di Ciconia e Orvieto Scalo - Risagomatura, realizzazione opere di difesa spondale sul F. Carcaione;Ciconia;Commissario Straordinario - attuazione interventi Regione Umbria;ORVIETO;1500000.00;;1500000.00;concluso;;;;;;;;;;;;;;;;
ORVIETO;TERNI;Umbria;TR016A/10;1;AP 2010-11;Frana;Georiferito;Risanamento idrogeologico del movimento franoso - Pulizia e bonifica delle scarpate con rimozione elementi instabili, regimentazione acque superficiali;Sugano;Commissario Straordinario - attuazione interventi Regione Umbria;ORVIETO;700000.00;;723278.73;concluso;;;;;;;;;;;;;;;;
OTRICOLI;TERNI;Umbria;146/09;1;D.L.180/98;Frana;Georiferito;Interventi di mitigazione del rischio idrogeologico;Capoluogo;Regione - Umbria;OTRICOLI;484860.00;;484860.00;concluso;;;;;;;;;;;;;;;;
OTRICOLI;TERNI;Umbria;355/06;1;D.L.180/98;Non definito;Georiferito;Opere di prevenzione del rischio idrogeologico;Castello Formica;Comune - OTRICOLI;OTRICOLI;1000000.00;;1000000.00;concluso;;;;;;;;;;;;;;;;
PARRANO;TERNI;Umbria;10IR097/G1;1;D.D. CLE;Frana;Georiferito;stabilizzazione dei movimenti franosi nei versanti sud e sud-est del centro storico di Parrano mediante utilizzo dei prati armati, regimazione delle acque superficiali e  interventi spondali per limitare l'erosione fluviale al piede dei versanti.;Parrano;Regione - Umbria;PARRANO;2080000.00;;600000.00;in esecuzione;;;;;;;;;;;;;;;;
PARRANO;TERNI;Umbria;10IR097/G1;2;D.D. CLE;Frana;Centroide;Rischio dissesto abitazioni del centro storico di Parrano;Parrano, centro storico;Regione - Umbria;PARRANO;0.00;vedi lotto 1;1480000.00;in progettazione;;;;;;;;;;;;;;;;
POLINO;TERNI;Umbria;321/99;1;D.L.180/98;Alluvione;Georiferito;SISTEMAZIONE IDRAULICA;FOSSO SARGIOLA;Consorzio di Bonifica - Tevere Nera;POLINO;206582.76;;382178.00;concluso;;;;;;;;;;;;;;;;
