Jaar;LEEFTIJD;GESLACHT;vervoerwijze;vervoerwijzefilter;wegvak/kruispunt;wegbeheerder;wegnummer;HECTOMETER;STRAAT1;STRAAT2;STRAAT3;GEMEENTE;GEMEENTE 2013;PROVINCIE;type locatie;X_COORD;Y_COORD;latitude;longitude
2011;51;M;Motor;4;191293016;P;N209;11,5;Overbuurtseweg;Overbuurtseweg;Overbuurtseweg;Lansingerland;Lansingerland;Zuid-Holland;W;96050;447845;5201582752;4528457596
2011;51;V;Personenauto;1;220254012;R;15;80,5;RYKSWG;SLIEDRECHT-WEST 24;SLIEDRECHT-WEST 24;Sliedrecht;Sliedrecht;Zuid-Holland;W;110371;427314;5183263661;4739726342
2011;51;M;Bromfiets;5;243246004;G;;;Grote Waardweg;Krouwerskade;Den Dekkerweg;Werkendam;Werkendam;Noord-Brabant;W;121692;423514;5179927286;4904330533
2011;52;M;Motor;4;516464002;G;;;Kapitein Hatterasstraat;Glenarvanstraat;Michel Ardanstraat;Emmen;Emmen;Drenthe;W;258304;531965;5276515038;6917791829
2011;52;M;Personenauto;1;469406006;R;36;25,6;Twentseweg;Twentseweg;BEERZERVELD;Ommen;Ommen;Overijssel;W;234904;502972;5250858539;6564178483
2011;53;M;Fiets;2;235252038;G;;;Smederij;Helling;Transportweg;Hardinxveld-Giessendam;Hardinxveld-Giessendam;Zuid-Holland;W;118086;426155;5182278351;4851773958
2011;53;V;Voetganger;3;525388007;G;;;Ottershagenweg;Eikweg;Hoonhorst;Dinkelland;Dinkelland;Overijssel;W;262821;494420;5242695629;6972501482
2011;53;V;Personenauto;1;495464009;G;;;Klenkerweg;Broeklanden;Kortmaatsweg;Coevorden;Coevorden;Drenthe;W;247679;532229;5276944124;6760488687
2011;53;M;Motor;4;474477014;P;N381;73;TWEE PROVINCIENWEG;EURSINGE;TWEE PROVINCIENWEG;Midden-Drenthe;Midden-Drenthe;Drenthe;W;237910;538629;5282852603;6617384405
2011;54;V;Voetganger;3;277176013;P;N395;1,5;Beekseweg;Diessenseweg;BREMSTRAAT;Hilvarenbeek;Hilvarenbeek;Noord-Brabant;W;138792;388305;514835562;515386419
2011;54;M;Bromfiets;5;169295141;G;;;Nieuwe Langendijk;Oosteinde;Nieuwe Langendijk;Delft;Delft;Zuid-Holland;W;84714;447674;5201297021;436338037
2011;54;M;Personenauto;1;408364001;G;;;Oude Allee;Jan Schamhartstraat;Diepenveenseweg;Olst-Wijhe;Olst-Wijhe;Overijssel;W;204541;482148;5232503772;6113902815
2011;55;M;Personenauto;1;408364001;G;;;Oude Allee;Jan Schamhartstraat;Diepenveenseweg;Olst-Wijhe;Olst-Wijhe;Overijssel;W;204541;482148;5232503772;6113902815
2011;55;M;Personenauto;1;59191005;W;;;Hondegemsweg;Hondegemsweg;De Zompe;Veere;Veere;Zeeland;W;30280;396098;5154000492;3589325792
2011;55;M;Fiets;2;251348008;G;;;Winkeldijk;Winkeldijk;Burg des Tombeweg;De Ronde Venen;De Ronde Venen;Utrecht;W;125883;474488;5225765634;4960747652
2011;56;M;Voetganger;3;162271011;G;;;George Stephensonweg;Fultonstraat;Edisonstraat;Vlaardingen;Vlaardingen;Zuid-Holland;W;81055;435600;5190398651;43126912
2011;56;V;Bromfiets;5;260365004;G;;;MAXISWEG;Pampusweg;MAXISWEG;Muiden;Muiden;Noord-Holland;W;131200;482775;5233239164;5038035977
2011;56;V;Voetganger;3;245371026;G;;;Eerste Oosterparkstraat;Camperstraat;Sparrenweg;Amsterdam;Amsterdam;Noord-Holland;W;122824;485604;5235739046;4914885265
2011;56;M;Fiets;2;368559015;G;;;Esdoornstraat;Dennenstraat;Schieringerweg;Leeuwarden;Leeuwarden;Friesland;W;184231;579862;5320459944;5824675924
2011;56;M;Personenauto;1;359555035;R;31;43,4;Hendrik Algraweg;Hendrik Algraweg;Hendrik Algraweg;Leeuwarden;Leeuwarden;Friesland;W;181242;577523;5318373733;577975303
2011;57;M;Trekker;5;339274025;R;15;;Rijksweg A15;Doodlopende weg;OVERBROEK;Neder-Betuwe;Neder-Betuwe;Gelderland;W;170041;437173;5192283398;5605853322
2011;57;V;Personenauto;1;226402030;G;;;Noordervaartdijk;Kerkstraat;Jutestraat;Zaanstad;Zaanstad;Noord-Holland;W;113333;501338;5249815462;4773614854
2011;57;M;Fiets;2;475448005;G;;;Joh Poststraat;Boerdijk;Kerkhoflaan;Hoogeveen;Hoogeveen;Drenthe;W;237657;524466;5270130916;6610074312
2011;57;M;Motor;4;344547023;P;N384;;Froonackerdyk;Meamert;Weakenserdyk;Littenseradiel;Littenseradiel;Friesland;W;172442;573506;5314800089;5647900618
2011;57;M;Snorfiets;5;349166003;G;;;Herselseweg;Hersel;Eindje;Someren;Someren;Noord-Brabant;W;174758;383158;5143717801;5671356157
2011;57;V;Personenauto;1;431591006;P;N388;20,9;Panserweg;PROV WG;Stationsstraat;De Marne;De Marne;Groningen;W;215725;595611;5334345052;6298955184
2011;58;M;Voetganger;3;334323024;R;30;20;RYKSWG;IND.HARSELAAR 5;SCHERPENZEEL 4;Barneveld;Barneveld;Gelderland;W;167129;459756;5212588297;5564323365
2011;58;V;Fiets;2;237360059;G;;;Graaf Aelbrechtlaan;Mr. S. van Houtenlaan;Keizer Karelweg;Amstelveen;Amstelveen;Noord-Holland;W;118698;480151;5230812541;4854908995
2011;58;M;Landbouwvoertuig;5;266461002;G;;;Koggenrandweg;Koggenrandweg;KOGGENRANDWEG;Hollands Kroon;Hollands Kroon;Noord-Holland;W;133279;530813;5276419993;5065403196
2011;58;V;Fiets;2;228372039;G;;;Ookmeerweg;Saaftingestraat;Ma Braunpad;Amsterdam;Amsterdam;Noord-Holland;W;114414;486366;5236368167;4791346695
2011;59;V;Scootmobiel;5;281340090;G;;;Koningshof;Eikbosserpad;Doodlopende weg;Hilversum;Hilversum;Noord-Holland;W;140521;470352;5222106216;5175314936
2011;59;M;Fiets;2;410270005;G;;;Emmerichseweg;Dorpstraat;Kwartiersedijk;Zevenaar;Zevenaar;Gelderland;W;205768;435123;519022947;6124886372
2011;59;V;Personenauto;1;196266036;R;16;23,9;Rijksweg A16;KP RIDDERKERK;Rijksweg A16;Rotterdam;Rotterdam;Zuid-Holland;W;98424;432889;5188165827;4565500771
2011;59;M;Bestelauto;5;423344016;R;1;108,7;RYKSWG;DEVENTER-OOST 24;RYKSWG;Deventer;Deventer;Overijssel;W;213287;472595;5223832771;6240532106
2011;59;M;Fiets;2;188324044;G;;;Boerenpad;Cronesteinpad;Polderpark Cronesteyn;Leiden;Leiden;Zuid-Holland;W;94326;462059;5214338524;4500818198
2011;60;M;Bestelauto;5;359335005;R;1;68,6;Rijksweg A1;RYKSWG;KOOTWIJK 18;Apeldoorn;Apeldoorn;Gelderland;W;180839;467734;5219711627;5765134794
2011;60;M;Personenauto;1;99221002;R;59;3,9;Provincialeweg;Verseputseweg;Nieuwe Koolweg;Schouwen-Duiveland;Schouwen-Duiveland;Zeeland;W;50235;410228;5167104932;3872642895
2011;61;M;Fiets;2;416145024;G;;;Nassaustraat;Mauritsstraat;Julianastraat;Venlo;Venlo;Limburg;W;208170;372824;5134213445;6150296488
2011;61;M;Voetganger;3;390350003;G;;;Ramsbrugweg;Veldmaterweg;Kanaweg;Apeldoorn;Apeldoorn;Gelderland;W;195467;475339;5226458628;5979990154
2011;61;M;Fiets;2;146160006;W;;;Bathseweg;Bathsedijk;Brugweg;Reimerswaal;Reimerswaal;Zeeland;W;73994;379811;5140162819;4223067636
2011;61;V;Fiets;2;210380009;G;;;Wateringweg;Tappersweg;Waarderweg;Haarlem;Haarlem;Noord-Holland;W;105432;490189;5239730153;4658923851
2011;61;M;Voetganger;3;305329021;G;;;Nijverheidsweg-Noord;Argonweg;Radiumweg;Amersfoort;Amersfoort;Utrecht;W;153008;464546;5216906492;5358086235
2011;62;M;Personenauto;1;387319008;P;N788;16,1;Arnhemseweg;HOENDERLOO 22;Schalterdalweg;Apeldoorn;Apeldoorn;Gelderland;W;194028;460166;5212832285;5957164633
2011;62;M;Bestelauto;5;423344016;R;1;108,7;RYKSWG;DEVENTER-OOST 24;RYKSWG;Deventer;Deventer;Overijssel;W;213287;472595;5223832771;6240532106
2011;62;M;Voetganger;3;207224012;R;16;46,9;KP KLAVERPOLDER;KP KLAVERPOLDER;KP KLAVERPOLDER;Moerdijk;Moerdijk;Noord-Brabant;W;103936;412662;5170039508;4648532755
2011;63;V;Bromfiets;5;234374045;G;;;Burgemeester Roellstraat;Burg Cramergracht;August Vermeylenstraat;Amsterdam;Amsterdam;Noord-Holland;W;117309;487403;5237320775;4833730957
2011;63;V;Personenauto;1;394190017;R;73;66,1;RYKSWG;VENRAY-NOORD 8;Venloseweg;Venray;Venray;Limburg;W;197224;395291;5154499723;5995902122
2011;63;M;Personenauto;1;247379113;G;;;Nieuwe Leeuwarderweg;Nieuwe Leeuwarderweg;Doodlopende weg;Amsterdam;Amsterdam;Noord-Holland;W;123870;490309;5239973607;4929803283
2011;64;M;Personenauto;1;333264001;P;N322;57,4;Van Heemstraweg;Florastraat;Kampsestraat;West Maas en Waal;West Maas en Waal;Gelderland;W;167246;432211;5187830297;5565046027
2011;64;V;Personenauto;1;347188012;P;N279;42,8;BROEKDALERBAAN;BROEKDALERBAAN;Wolfsputter Baan;Laarbeek;Laarbeek;Noord-Brabant;W;173944;391830;5151515484;5660116816
2011;65;M;Bromfiets;5;260365004;G;;;MAXISWEG;Pampusweg;MAXISWEG;Muiden;Muiden;Noord-Holland;W;131200;482775;5233239164;5038035977
2011;66;V;Personenauto;1;153273010;G;;;Burg van der Lelykade;Burg de Jonghkade;Dutoitstraat;Maassluis;Maassluis;Zuid-Holland;W;76600;436960;5191559878;4247656622
2011;66;V;Personenauto;1;369294026;P;N224;51,1;Amsterdamseweg;Papendallaan;Dreijenseweg;Arnhem;Arnhem;Gelderland;W;185862;446873;5200936401;5836710579
2011;66;M;Bestelauto;5;364121003;P;N280;3,2;Roermondseweg;Schoordijk;Watermolenweg;Weert;Weert;Limburg;W;182465;360944;512371835;578047136
2011;66;M;Personenauto;1;394190017;R;73;66,1;RYKSWG;VENRAY-NOORD 8;Venloseweg;Venray;Venray;Limburg;W;197224;395291;5154499723;5995902122
2011;67;M;Fiets;2;226290020;W;;;Bredeweg;Bergvlietlaan;Bilwijkerweg;Vlist;Vlist;Zuid-Holland;W;113436;445267;5199423236;4782022146
2011;67;M;Fiets;2;141223001;W;;;Zuiderlandsezeedijk;ZUIDERLANDSEDIJK;Zuiddijk;Oostflakkee;Oostflakkee;Zuid-Holland;W;71013;411264;5168386013;4172702635
2011;67;M;Fiets;2;372251009;G;;;Vossenlaan;Visotterstraat;Oude Molenweg;Nijmegen;Nijmegen;Gelderland;W;186341;425763;5181959996;5841763006
2011;68;M;Landbouwvoertuig;5;191241002;W;;;Hoekseweg;Voorweg;Keizersdijk;Strijen;Strijen;Zuid-Holland;W;96301;420587;5177087366;4536759251
2011;68;V;Voetganger;3;492379001;P;N746;;Almeloseweg;Achterlandsweg;Almeloseweg;Tubbergen;Tubbergen;Overijssel;W;246733;489836;5238869632;6734773148
2011;68;M;Motor;4;322346007;P;N301;12,1;Berencamperweg;Berencamperweg;NIJKERK 9;Putten;Putten;Gelderland;W;161311;473033;5224531207;5479610607
2011;68;M;Fiets;2;178178001;G;;;Bergsebaan;Dennestraat;Eerenburg;Roosendaal;Roosendaal;Noord-Brabant;W;89324;389290;5148881388;4441575799
2011;69;M;Fiets;2;150220004;W;;;Heerendijk;LODEWIJKSEDIJK;Heerenweg;Oostflakkee;Oostflakkee;Zuid-Holland;W;75418;410354;5167632523;4236596825
2011;69;M;Fiets;2;198380013;P;N200;20,6;Zeeweg;Zeeweg;Tetterodeweg;Bloemendaal;Bloemendaal;Noord-Holland;W;100675;490014;523952784;4589065925
2011;69;M;Bestelauto;5;462602001;G;;;Westervalge;Breedster Oudendijk;Breedster Oudendijk;Eemsmond;Eemsmond;Groningen;W;231373;601401;5339345466;6535246253
2011;69;M;Bestelauto;5;230437009;P;N242;44,6;Westerweg;Westtangent;de Overtoom;Heerhugowaard;Heerhugowaard;Noord-Holland;W;115097;518415;5265175338;4797540897
2011;69;V;Personenauto;1;490495005;P;N374;20,9;Schoonloerstraat;SCHOONLOERSTRAAT;Stroetendijk;Borger-Odoorn;Borger-Odoorn;Drenthe;W;245214;547786;5290962959;6728253962
2011;70;V;Personenauto;1;243247017;G;;;Den Dekkerweg;Grote Waardweg;Zandsteeg;Werkendam;Werkendam;Noord-Brabant;W;122398;423672;5180073466;4914550318
2011;70;M;Personenauto;1;185234007;W;;;Middelsluissedijk OZ;EERSTE DWARSWEG;Middelsluissedijk OZ;Cromstrijen;Cromstrijen;Zuid-Holland;W;93209;417181;5173992864;4492573576
2011;70;M;Personenauto;1;172319031;R;44;24,2;Rijksstraatweg;Eikenhorstlaan;Lange Kerkdam;Wassenaar;Wassenaar;Zuid-Holland;W;86656;460169;5212550479;4389162406
2011;70;V;Fiets;2;59175095;G;;;Weyevlietpad;Bossenburghpad;Doodlopende weg;Vlissingen;Vlissingen;Zeeland;W;29534;387404;5146172322;358168141
2011;70;V;Fiets;2;290172028;G;;;Willibrordstraat;Vestdijk;St. Annastraat;Oirschot;Oirschot;Noord-Brabant;W;145272;386205;5146482917;5247210628
2011;71;M;Voetganger;3;352174056;G;;;Rijpelbaan;Rijpelbaan;Rivierensingel;Helmond;Helmond;Noord-Brabant;W;176093;387361;5147490856;5690807468
2011;71;V;Personenauto;1;102176003;W;;;Bosseweg;s Heer Abtskerkezandweg;Zaaidijk;Borsele;Borsele;Zeeland;W;51469;387730;5146910909;3897129064
2011;71;V;Personenauto;1;509583010;R;33;62,1;RYKSWG;RYKSWG;APPINGEDAM;Appingedam;Appingedam;Groningen;W;254686;593020;5331431848;688296643
2011;73;M;Fiets;2;358528001;G;;;Butlanswei;Butlanswei;ALBADAWEI;Boarnsterhim;Boarnsterhim;Friesland;W;179999;564727;5306881639;5760168837
2011;74;M;Personenauto;1;346166004;G;;;Mierloseweg;Veldweg;Gebergte;Someren;Someren;Noord-Brabant;W;173977;383209;5143766326;5660126866
2011;74;M;Personenauto;1;226290020;W;;;Bredeweg;Bergvlietlaan;Bilwijkerweg;Vlist;Vlist;Zuid-Holland;W;113436;445267;5199423236;4782022146
2011;74;M;Fiets;2;249363016;G;;;Dolingadreef;Andersensingel;Drostenburg;Amsterdam;Amsterdam;Noord-Holland;W;124899;481687;5232230442;4945694028
2011;74;V;Personenauto;1;189191006;R;58;87,2;RYKSWG;ZEGGE 22;HOEZAAR;Rucphen;Rucphen;Noord-Brabant;W;94783;395610;5154622688;4519083399
2011;74;M;Fiets;2;274302005;G;;;Koppeldijk;Waijensedijk;Doodlopende weg;Houten;Houten;Utrecht;W;137477;451560;5205207359;5131736528
2011;74;V;Personenauto;1;310220027;G;;;Hoogstraat;Burg Godschalxplein;Mariendaal;Sint-Michielsgestel;Sint-Michielsgestel;Noord-Brabant;W;155398;410355;5168198716;5392956852
2011;74;M;Snorfiets;5;237370043;G;;;Amstelveenseweg;Oranje Nassaulaan;Eerste Schinkelstraat;Amsterdam;Amsterdam;Noord-Holland;W;118780;485295;5235436161;4855558047
2011;75;V;Personenauto;1;243247017;G;;;Den Dekkerweg;Grote Waardweg;Zandsteeg;Werkendam;Werkendam;Noord-Brabant;W;122398;423672;5180073466;4914550318
2011;75;M;Personenauto;1;433531001;G;;;Mandefjild;Mandefjild;Doodlopende weg;Opsterland;Opsterland;Friesland;W;217217;566005;5307728082;6315623721
2011;76;M;Fiets;2;376386004;P;N309;36,7;Eperweg;Schouwenburg;Schouwenburg;Elburg;Elburg;Gelderland;W;188051;493376;5242718631;587313265
2011;76;V;Fiets;2;249285083;G;;;Wielsekade;Schutseplein;Buitenhof;Lopik;Lopik;Utrecht;W;124715;442993;5197452371;4946442184
2011;76;M;Fiets;2;292158014;G;;;Vessemseweg;De Hoef;Koebosakkers;Bladel;Bladel;Noord-Brabant;W;146747;379567;5140518594;5268591766
2011;76;M;Fiets;2;384027004;P;N278;;Rijksweg;Partijerweg;Oude Baan;Gulpen-Wittem;Gulpen-Wittem;Limburg;W;192829;313554;5081062366;5923885
2011;76;M;Fiets;2;207172046;G;;;Wernhoutseweg;Wernhoutseweg;Beekzicht;Zundert;Zundert;Noord-Brabant;W;103913;386259;5146308344;4652054511
2011;76;V;Voetganger;3;393394088;G;;;Meidoornplein;Meidoornstraat;Berberisstraat;Oldebroek;Oldebroek;Gelderland;W;196720;497231;5246123968;6001061894
2011;76;V;Voetganger;3;226367007;G;;;Zeemanlaan;Doodlopende weg;Zeemanlaan;Haarlemmermeer;Haarlemmermeer;Noord-Holland;W;113402;483621;5233893611;4776829401
2011;77;V;Voetganger;3;205232002;R;16;42,8;DE ZUIDPUNT;DE ZUIDPUNT;DE ZUIDPUNT;Dordrecht;Dordrecht;Zuid-Holland;W;102900;416527;517350376;4632968243
2011;78;M;Voetganger;3;389082003;P;N572;;Kerkstraat;Molenweg;Haverterstraat;Echt-Susteren;Echt-Susteren;Limburg;W;194667;340870;5105602752;5952957829
2011;78;M;Voetganger;3;518342013;G;;;Marthalaan;Espoortstraat;Oliemolensingel;Enschede;Enschede;Overijssel;W;259099;471124;5221836017;6910595325
2011;78;V;Personenauto;1;213298006;G;;;Prunuslaan;Eikelaan;Groenhovenweg;Gouda;Gouda;Zuid-Holland;W;107002;449239;52029412;4687791033
2011;79;V;Fiets;2;364361005;P;N310;;Nunspeterweg;TANKBAAN;Elspeterweg;Nunspeet;Nunspeet;Gelderland;W;182516;481883;5232420038;5790815291
2011;79;M;Personenauto;1;36139004;P;N253;5,6;Oostburgseweg;Oostburgseweg;Oostburgseweg;Sluis Z;Sluis Z;Zeeland;W;18377;369621;51299359;3428084571
2011;80;M;Fiets;2;309133007;G;;;Maaij;Liskes;Maaij;Bergeijk;Bergeijk;Noord-Brabant;W;155336;365859;5128202862;539201653
2011;80;M;Fiets;2;252254070;G;;;KORTE BRUG;Nieuwe Wolpherensedijk;Kanselpoortweg;Gorinchem;Gorinchem;Zuid-Holland;W;126093;427029;5183111153;4967837047
2011;80;V;Voetganger;3;354124091;G;;;Wilhelminasingel;Driesveldlaan;Langpoort;Weert;Weert;Limburg;W;177173;362456;51251006;5704790784
2011;80;M;Personenauto;1;509583010;R;33;62,1;RYKSWG;RYKSWG;APPINGEDAM;Appingedam;Appingedam;Groningen;W;254686;593020;5331431848;688296643
2011;81;M;Voetganger;3;148291058;G;;;Verdilaan;Ravellaan;Bachlaan;Westland;Westland;Zuid-Holland;W;74299;445526;5199224961;4212204714
2011;81;M;Fiets;2;189259061;G;;;Breslaupad;Hamburg;Lijsterbeswede;Barendrecht;Barendrecht;Zuid-Holland;W;94545;429834;5185379398;4509704369
2011;81;V;Fiets;2;332296018;G;;;J.G. Sandbrinkstraat;Kerkewijk;Tuinstraat;Veenendaal;Veenendaal;Utrecht;W;166489;448484;5202458376;5554597528
2011;81;M;Fiets;2;300132001;G;;;Dorpstraat;Molenstraat;Vlieterdijk;Bergeijk;Bergeijk;Noord-Brabant;W;150380;366408;5128694478;5320975261
2011;81;M;Voetganger;3;390058001;G;;;Florence Nightingalestr;Florence Nightingalestr;Kennedylaan;Brunssum;Brunssum;Limburg;W;195150;328991;5094922017;5958522175
2011;82;V;Personenauto;1;315137009;P;N69;47,1;Luikerweg;Oude Dorpsstraat;Luikerweg;Valkenswaard;Valkenswaard;Noord-Brabant;W;157593;368953;513098339;5424388717
2011;82;V;Voetganger;3;378092050;G;;;Kerkveldsweg Oost;Kerkveldsweg West;Oude Grote Baan;Echt-Susteren;Echt-Susteren;Limburg;W;189505;345962;5110213296;5879826343
2011;82;V;Voetganger;3;391187057;G;;;Raadhuisstraat;Jerusalem;Jerusalem;Venray;Venray;Limburg;W;195959;393591;5152981085;5977468221
2011;82;M;Personenauto;1;480347001;G;;;Veldhuisweg;Bollenweg;Tankinksweg;Hof van Twente;Hof van Twente;Overijssel;W;240395;473420;5224220673;663752842
2011;82;V;Personenauto;1;391107002;G;;;Maastrichterweg;De Hanze;Leropperweg;Roermond;Roermond;Limburg;W;196162;354112;5117494595;5975801445
2011;82;M;Fiets;2;154274071;G;;;Mesdaglaan;Laan 1940-1945;Breitnerstraat;Maassluis;Maassluis;Zuid-Holland;W;77477;437310;5191886708;4260322594
2011;83;M;Fiets;2;208257012;G;;;Veersedijk;Nijverheidsweg;Veersedijk;Hendrik-Ido-Ambacht;Hendrik-Ido-Ambacht;Zuid-Holland;W;104559;428650;5184414883;4655217112
2011;83;M;Fiets;2;345215034;G;;;Loopkantstraat;Loopkantstraat;Industrielaan;Uden;Uden;Noord-Brabant;W;172587;407651;5165740607;5641363404
2011;83;M;Voetganger;3;218202004;G;;;Spoorstraat;Meester Bierensweg;Overbroek;Breda;Breda;Noord-Brabant;W;109208;401284;5159858523;472628402
2011;83;V;Personenauto;1;188326124;G;;;Kaarsenmakersstraat;Nieuwe Rijn;Jacobsdochtershof;Leiden;Leiden;Zuid-Holland;W;94415;463492;5215627346;4501862826
2011;83;V;Personenauto;1;173224021;R;4;100,7;RYKSWG;KP HELLEGATSPLEIN;RYKSWG;Moerdijk;Moerdijk;Noord-Brabant;W;87597;411183;5168537376;4412495152
2011;83;M;Personenauto;1;173224021;R;4;100,7;RYKSWG;KP HELLEGATSPLEIN;RYKSWG;Moerdijk;Moerdijk;Noord-Brabant;W;87597;411183;5168537376;4412495152
2011;84;V;Personenauto;1;196282061;R;20;;Rijksweg A20;Rijksweg A20;PR. ALEXANDER 16;Capelle aan den IJssel;Capelle aan den IJssel;Zuid-Holland;W;98627;441272;5195702111;4567074898
2011;84;V;Fiets;2;390291039;G;;;Burgemeester Brandtplein;Wildbaan;St. Hubertusstraat;Rheden;Rheden;Gelderland;W;195101;446018;5200108834;5971171279
2011;84;V;Personenauto;1;457375001;G;;;Helmkruidlaan;G van der Muelenweg;Collenstaartweg;Hellendoorn;Hellendoorn;Overijssel;W;228751;487966;5237460441;647025545
2011;84;V;Voetganger;3;164310144;G;;;Bernhardviaduct;BUSSTATION;BUSSTATION;s-Gravenhage;s-Gravenhage;Zuid-Holland;W;82249;455140;5207974813;432589015
2011;84;M;Personenauto;1;357235004;G;;;Generaal de Bonsweg;Steegschenhofscheweg;Hoogeweg;Grave;Grave;Noord-Brabant;W;178826;417711;5174759821;5732215615
2011;84;M;Fiets;2;307326020;G;;;Noordewierweg;Lingestraat;Sint Willibrordusstraat;Amersfoort;Amersfoort;Utrecht;W;153844;463444;5215916261;537030988
2011;85;M;Personenauto;1;502369002;G;;;Westerikweg;Remmertweg;Noordijkeresweg;Dinkelland;Dinkelland;Overijssel;W;251415;484891;5234346091;6802113854
2011;85;M;Fiets;2;205368020;G;;;Valkenburgerlaan;Lentelaan;Valkenburgerplein;Heemstede;Heemstede;Noord-Holland;W;102758;484301;5234413847;4620554612
2011;85;V;Voetganger;3;163259081;G;;;Nieuwstraat;Kaaistraat;Noordkade;Spijkenisse;Spijkenisse;Zuid-Holland;W;82059;429565;5184988214;432855521
2011;86;M;Voetganger;3;305138002;G;;;Broekstraat;Kleine Broekstraat;Kennedylaan;Bergeijk;Bergeijk;Noord-Brabant;W;152713;369262;5131261283;5354399345
2011;86;M;Fiets;2;486607006;G;;;Hoofdstraat;Grote Hadderstraat;Kleine Hadderstraat;Eemsmond;Eemsmond;Groningen;W;243559;603658;5341184255;6719009666
2011;87;V;Voetganger;3;290212003;G;;;Kruishoeveweg;Cromvoirtsepad;Helvoirtseweg;Vught;Vught;Noord-Brabant;W;145388;406048;5164319154;5248336131
2011;88;V;Voetganger;3;313553032;G;;;Noorderhaven;Vismarkt;GROTE SLUISBRUG;Harlingen;Harlingen;Friesland;W;157006;576528;5317543573;541720817
2011;89;M;Personenauto;1;485293002;G;;;Beerninkweg;Groenloseweg;LEMVELDWEG;Winterswijk;Winterswijk;Gelderland;W;242914;446949;520039384;6667563049
2011;89;M;Fiets;2;347353004;G;;;Drieerweg;GRIETENWEG;Postweg;Ermelo;Ermelo;Gelderland;W;173860;476659;5227761446;5663556431
2011;89;V;Voetganger;3;190306071;G;;;Petuniatuin;Tuindreef;Muurbloemtuin;Zoetermeer;Zoetermeer;Zuid-Holland;W;95210;453264;5206443953;4515274512
2011;90;M;Voetganger;3;311182067;G;;;Raadhuisstraat;Mgr. Zwijsenstraat;Dr. H. Mollerstraat;Best;Best;Noord-Brabant;W;155846;391190;5150972072;5399387767
2011;91;V;Personenauto;1;344181024;G;;;Bosscheweg;Broekelingstraat;Mariastraat;Laarbeek;Laarbeek;Noord-Brabant;W;172602;390926;5150707279;5640738232
2011;92;M;Scootmobiel;5;337438008;G;;;Staversekade;VUURTORENSTRAAT;STAVERSE HOOGTE;Urk;Urk;Flevoland;W;168833;519325;5266121712;5591664157
2011;94;M;Voetganger;3;401135004;P;N273;;Rijksweg;Broek;Roode Eggeweg;Peel en Maas;Peel en Maas;Limburg;W;201110;367641;5129616826;6048304128
2012;30;M;Motor;2;60173024;G;;;Sloeweg;Sloeweg;Bermweg;Vlissingen;Vlissingen;Zeeland;W;30406;386857;5145700181;3594417621
2012;26;M;Personenauto;5;71176009;P;N254;26,6;Sloeweg Noord;Sloeweg Noord;Sloeweg Noord;Vlissingen;Vlissingen;Zeeland;W;36366;388662;5147450637;3679530612
2012;72;M;Personenauto;2;76178010;P;N254;22,2;Bernhardweg West;Sloeweg Noord;NIEUWDORP ZLD;Borsele;Borsele;Zeeland;W;39859;387961;5146893213;3730019462
2012;78;M;Fiets;1;86133003;W;;;SEYDLITZWEG;Maatsweg;Oude Vogelschorstraat;Terneuzen;Terneuzen;Zeeland;W;43567;367079;5128203469;3789947695
2012;59;M;Bromfiets;1;97230006;W;;;Elkerzeeseweg;Elkerzeeseweg;Hogeweg;Schouwen-Duiveland;Schouwen-Duiveland;Zeeland;K;48773;415355;5171684457;3849949057
2012;84;M;Fiets;1;102130065;G;;;Bijlokestraat;Mecklenburgstraat;Bijlokeplein;Terneuzen;Terneuzen;Zeeland;W;51382;365336;5126785486;3902437033
2012;15;V;personenauto;1;103247004;R;57;31,9;RYKSWG;Heerenweg;;Goedereede;Goedereede;Zuid-Holland;W;55107;424428;5179954225;3938968665
2012;49;M;personenauto;2;103247004;R;57;31,9;RYKSWG;;;Goedereede;Goedereede;Zuid-Holland;W;55107;424428;5179954225;3938968665
2012;52;V;personenauto;2;103247004;R;57;31,9;RYKSWG;;;Goedereede;Goedereede;Zuid-Holland;W;55107;424428;5179954225;3938968665
2012;18;M;Personenauto;5;109225004;P;N654;;Kloosterweg;Heereweg;Hanenweg;Schouwen-Duiveland;Schouwen-Duiveland;Zeeland;W;54807;412084;5168856399;3938184373
2012;46;M;Fiets;2;119131005;P;N258;12,1;Tolweg;Polderstraat;Australieweg;Hulst;Hulst;Zeeland;W;60092;365751;5127310987;4027098684
2012;82;M;Fiets;3;121144006;P;N689;;Hoefkensdijk;Hoefkensdijk;Hulsterweg;Hulst;Hulst;Zeeland;K;60684;372407;5133302428;4033811433
2012;45;M;Trekker;1;121280003;G;;;Dardanellenstraat;Dardanellenstraat;Sontstraat;Rotterdam;Rotterdam;Zuid-Holland;K;60635;440237;5194256739;4014763589
2012;12;V;Fiets;1;123128002;G;;;Wilhelminastraat;Burg. IJsebaertstraat;Oude Drydijck;Hulst;Hulst;Zeeland;W;61690;364285;5126020065;4050377953
2012;74;V;Voetganger;5;123179030;G;;;Margrietstraat;Margrietstraat;Marijkelaan;Reimerswaal;Reimerswaal;Zeeland;K;61915;389913;5149054945;404685432
2012;17;V;personenauto;2;127234005;W;;;Westdijk;;;Dirksland;Dirksland;Zuid-Holland;W;63489;417415;5173795737;406230875
