SECTION;RD;TMJA_S1;TMJA_S2;TMJA_S3;TMJO_S1;TMJO_S2;TMJO_S3;T_HPM_S1;HEURE_HPM_S1;T_HPS_S1;HEURE_HPS_S1;T_HPM_S2;HEURE_HPM_S2;T_HPS_S2;HEURE_HPS_S2;SENS1_DE;SENS1_VERS;SENS2_DE;SENS2_VERS;COMMUNE_COMPTEUR;TMJA_AA;TYPE_COMPTAGE;PERIODICITE;ANNEE_COMPTAGE;MOIS_COMPTAGE;TYPE_DU_COMPTEUR;LONGUEUR;geo_shape;geo_point_2d
150;D907;7082;8598;15680;7633;9421;17054;447;9h-10h;415;19h-20h;597;10h-11h;543;20h-21h;Boulogne;Province;Boulogne;Paris;BOULOGNE-BILLANCOURT;15680 (15);SITER;ANNUELLE;2015;365J;BOUCLES;852.3272223724063;"{""type"": ""LineString"", ""coordinates"": [[2.240040534762953, 48.8396952939957], [2.239797674270443, 48.83971375148379], [2.237441730304529, 48.839927510528724], [2.235780335379716, 48.84006092626086], [2.233941835127705, 48.84023910404264], [2.2315994964531, 48.8404347844729], [2.230237622323284, 48.84056838723231], [2.229379645913554, 48.840648504688104], [2.22890306601019, 48.84065706114614], [2.228535320239054, 48.84071065295006]]}";48.8402024883, 2.23428706813
152;D986;6410;;6410;6150;0;6150;464;8h-9h;657;17h-18h;0;8h-9h;0;18h-19h;Rueil Malmaison;Colombes;Colombes;Rueil Malmaison;NANTERRE;6410 (17);TOURNANT;ANNUELLE;2017;MARS;Plots;663.6161062651196;"{""type"": ""LineString"", ""coordinates"": [[2.212584726137255, 48.90719250628836], [2.206147235857077, 48.902996566330856]]}";48.9050945363, 2.209365981
167;D986;3886;3441;7326;4462;3568;8030;281;8h-9h;404;17h-18h;266;8h-9h;258;18h-19h;Nanterre;Colombes;Colombes;Nanterre;NANTERRE;7326 (17);TOURNANT;TRIENNALE;2017;MARS;Plots;1099.8717727167073;"{""type"": ""LineString"", ""coordinates"": [[2.229062688774788, 48.91451503506227], [2.228422407448095, 48.91423585696602], [2.220344370312728, 48.91079519515103], [2.2164077157324122, 48.90920057744629]]}";48.9118311248, 2.22274632752
169;D986;8571;;8571;10008;;10008;841;9h-10h;815;18h-19h;;;;;Colombes;Nanterre;Nanterre;Colombes;NANTERRE;8571 (14);TOURNANT;TRIENNALE;2014;MARS;TUBES;335.57861288449755;"{""type"": ""LineString"", ""coordinates"": [[2.2164077157324122, 48.90920057744629], [2.215629083189742, 48.90983787129554], [2.215437993693641, 48.90992754866505], [2.215356125791161, 48.90995442617185], [2.215274235549939, 48.909990291469235], [2.215137745057112, 48.91005306159186], [2.215069510811988, 48.91007995356716], [2.214158294915336, 48.90911740306763], [2.213641441916518, 48.9085956205128]]}";48.9094887034, 2.21497783988
185;D913;14235;7250;21485;15755;7968;23723;920;8h-9h;1758;18h-19h;1006;8h-9h;490;18h-19h;Paris;Province;Province;Paris;NANTERRE;21485 (10);TOURNANT;TRIENNALE;2010;JUIN;TUBES;353.3544751710263;"{""type"": ""LineString"", ""coordinates"": [[2.205257614367018, 48.88672985338909], [2.203267400618918, 48.88692536131669], [2.202340405531167, 48.88703216719117], [2.201767927508328, 48.88706746962897], [2.201304545092551, 48.887075931638314], [2.200824024835424, 48.887088366620546], [2.200662544550074, 48.887077727664646], [2.200480980037208, 48.88705933423901]]}";48.8869505048, 2.20287112964
270;D5;4458;4508;8966;5130;5196;10326;667;8h-9h;369;17h-18h;415;8h-9h;558;18h-19h;Saint-Cloud;La Défense;La Défense;Saint-Cloud;SURESNES;8966 (17);TOURNANT;TRIENNALE;2017;JUIN;Plots;700.2598508971466;"{""type"": ""LineString"", ""coordinates"": [[2.21756171976031, 48.869891551742754], [2.217643192665818, 48.87000846916188], [2.217860738452363, 48.87019742172334], [2.218159844903743, 48.87046734109727], [2.2184583985625, 48.87097991876026], [2.218539876695259, 48.871096835536655], [2.2187705832296762, 48.87149250896774], [2.218892688341084, 48.871717314085515], [2.218974106732766, 48.87186119245618], [2.2189875472368232, 48.87194209243289], [2.218973779478501, 48.87200498994689], [2.218932722528134, 48.87208583571667], [2.218823483475076, 48.87219357580441], [2.218345893383104, 48.87251664813749], [2.218113927626893, 48.87266920280587], [2.21771820005979, 48.872938429217385], [2.217622539604783, 48.873064156532294], [2.217554065301697, 48.87321687266235], [2.2175538375779382, 48.87331573420401], [2.217539839903229, 48.87347749217504], [2.217566593122105, 48.873693216246835], [2.217714130136192, 48.874708934565064], [2.217754322762667, 48.87500555683971], [2.217808058794277, 48.875338142359354], [2.217766564403543, 48.87560772190835]]}";48.8725906469, 2.21808783594
370;D9;7464;5015;12479;8337;5007;13344;453;8h-9h;904;17h-18h;653;8h-9h;376;18h-19h;La Défense;Saint-Denis;Saint-Denis;La Défense;COURBEVOIE;12479 (17);TOURNANT;TRIENNALE;2017;MARS;Plots;1266.0020415804352;"{""type"": ""MultiLineString"", ""coordinates"": [[[2.241119351253822, 48.889684742695444], [2.24209995497844, 48.89102137454138], [2.242437283071005, 48.89148115861371]], [[2.242437283071005, 48.89148115861371], [2.241381148599539, 48.891772172918444], [2.240802022358156, 48.89190640739894], [2.239567516129688, 48.89013895536762]], [[2.249997282488625, 48.895139819010865], [2.249295423907216, 48.894631768645205], [2.249106860163691, 48.89434109256132], [2.248504684234794, 48.89388791286032], [2.245367111895152, 48.89265602183277], [2.242902645705848, 48.891584604141364], [2.242437283071005, 48.89148115861371]]]}";48.8922452688, 2.24418841074
440;D9;4568;5113;9681;5182;5782;10964;333;10h-11h;453;18h-19h;405;9h-10h;491;19h-20h;La Défense;Saint-Denis;Saint-Denis;La Défense;GENNEVILLIERS;9681 (15);TOURNANT;TRIENNALE;2015;JANVIER;TUBES;1218.468419907778;"{""type"": ""LineString"", ""coordinates"": [[2.307764825228977, 48.91738199856322], [2.30817490719946, 48.917560664971376], [2.309250821849497, 48.91802941258203], [2.309959724264612, 48.918389052469735], [2.312768380272742, 48.91935125441514], [2.31440453745104, 48.919917749767066], [2.314609061672066, 48.91998069668294], [2.315331728723441, 48.920187528130356], [2.3171861635090822, 48.92067314074539], [2.317758859386994, 48.92083499806298], [2.318754226670321, 48.921230577837164], [2.31913599984742, 48.92142834761386], [2.319449586536776, 48.92163509415821], [2.320608427160594, 48.922677744084496], [2.3213310152463382, 48.92335186172389]]}";48.920052635, 2.31474954822
470;D9;1704;2119;3823;1801;2282;4083;94;9h-10h;168;18h-19h;166;9h-10h;188;18h-19h;La Défense;Saint-Denis;Saint-Denis;La Défense;VILLENEUVE-LA-GARENNE;3823 (13);TOURNANT;TRIENNALE;2013;JANVIER;TUBES;855.5602109034696;"{""type"": ""LineString"", ""coordinates"": [[2.331598983135246, 48.935440149048475], [2.331682013705372, 48.93570667378336], [2.331912614653498, 48.936572509452496], [2.331244171015546, 48.93677917961974], [2.331107753333281, 48.93682410759154], [2.330575723218101, 48.936985845910755], [2.33020739018446, 48.93712063012414], [2.329525292069286, 48.937327289258576], [2.328311086120103, 48.938037174493594], [2.328038226586099, 48.938198918723806], [2.32775172419582, 48.93835167493073], [2.32603266255531, 48.939340089861275], [2.32517312238789, 48.939771379647574], [2.32505032703516, 48.93984326284487], [2.324791095644812, 48.93997804023193], [2.324559151185747, 48.9400948457281], [2.324450008189418, 48.9401217953909], [2.324245370665463, 48.94013974845818], [2.324054387392884, 48.9401127674329], [2.323863412528854, 48.94004983929189], [2.323822488610804, 48.94004084875504]]}";48.9380800729, 2.32829554457
580;D11;4921;4170;9091;5097;4356;9453;359;8h-9h;391;17h-18h;219;8h-9h;309;18h-19h;Nanterre;Villeneuve la Garenne;Villeneuve la Garenne;Nanterre;ASNIERES;9091 (12);TOURNANT;TRIENNALE;2012;JANVIER;TUBES;582.9954498065783;"{""type"": ""LineString"", ""coordinates"": [[2.280394890798793, 48.91931342815912], [2.280694683486162, 48.91951128278091], [2.283352250142693, 48.92105826391521], [2.285069470025636, 48.922119483112766], [2.286064498318469, 48.9226321675028], [2.286338075885983, 48.92279463315144]]}";48.9210731906, 2.28335578082
650;D13;6647;7306;13953;7196;8170;15366;430;9h-10h;699;18h-19h;1113;8h-9h;434;18h-19h;Paris;Province;Province;Paris;COLOMBES;13953 (13);TOURNANT;TRIENNALE;2013;MARS;TUBES;414.4202027535566;"{""type"": ""LineString"", ""coordinates"": [[2.255893852745888, 48.93411882322561], [2.2559619159228, 48.93420873814988], [2.256084260029025, 48.93447842732512], [2.256220177234812, 48.93479305992008], [2.256574056398136, 48.93529656352803], [2.2571320316729038, 48.93614170415107], [2.257159257819264, 48.93617766945526], [2.257268165499325, 48.93632153242174], [2.257404314982746, 48.93649237360609], [2.257513252018365, 48.93661826158519], [2.257662906348969, 48.93687898046687], [2.258180306860634, 48.93751738941136]]}";48.9358555123, 2.25697773963
680;D13;;6168;6168;;6556;6556;;;;;633;8h-9h;411;18h-19h;;;Province;Paris;BOIS-COLOMBES;6168 (11);TOURNANT;TRIENNALE;2011;MARS;;254.76079779047728;"{""type"": ""LineString"", ""coordinates"": [[2.27279322743796, 48.913162473903064], [2.272342911684726, 48.913449817355186], [2.271292014617382, 48.91423111885848], [2.270828000430335, 48.91455439614942], [2.27058235508668, 48.914716027323514], [2.270432202226735, 48.91484176258418]]}";48.9139937526, 2.27160668798
740;D15;2689;3739;6428;2829;3884;6713;150;8h-9h;183;17h-18h;240;8h-9h;235;18h-19h;Paris;Province;Province;Paris;ASNIERES;6428 (12);TOURNANT;TRIENNALE;2012;JANVIER;TUBES;1385.4183116774896;"{""type"": ""LineString"", ""coordinates"": [[2.2961096213822962, 48.91265143668403], [2.296014104875135, 48.912741274216046], [2.2957548334717472, 48.91300181055268], [2.295236159580981, 48.91367565975212], [2.294676543530983, 48.914376452553526], [2.294116988488412, 48.91498737300494], [2.293462255125741, 48.91525674764067], [2.292725747393235, 48.91547216749756], [2.292302939884618, 48.91558884226248], [2.29189375886391, 48.91571450802195], [2.291334542488431, 48.91588505040102], [2.290788966656872, 48.9160466079285], [2.290611653403861, 48.91610046148142], [2.290502534357215, 48.91613636783003], [2.290147904852374, 48.916244073770834], [2.289643237457478, 48.91639665538643], [2.2892613147526832, 48.91652232258378], [2.287979178819079, 48.91689926065235], [2.285946794990321, 48.917518517334415], [2.285769461719119, 48.91758135127003], [2.283750680330475, 48.918182601563664], [2.283205047623856, 48.9183531118773], [2.2824548165048713, 48.91856846115768], [2.281609094394517, 48.918810722399705], [2.281527246183655, 48.91883764599041], [2.281390841766319, 48.91887353095968], [2.280967981800711, 48.91899016497311], [2.280667858904393, 48.91909786829872]]}";48.9164901622, 2.28878589378
880;D20;4060;3922;7982;4812;4795;9607;269;11h-12h;520;18h-19h;532;9h-10h;384;14h-15h;Paris;Province;Province;Paris;GENNEVILLIERS;7982 (13);TOURNANT;TRIENNALE;2013;JANVIER;TUBES;228.7678270713002;"{""type"": ""LineString"", ""coordinates"": [[2.304373101323134, 48.933207162792954], [2.304359494312492, 48.93315323798055], [2.304373237368145, 48.93299147730161], [2.304387012274408, 48.93277579590381], [2.304455456441908, 48.93238937737698], [2.304523753102864, 48.932236618180504], [2.304646592325509, 48.93211083426486], [2.304810327706227, 48.93202100923027], [2.305383384900218, 48.93173357924959], [2.305738147747773, 48.931526972147935]]}";48.9322176451, 2.30482727036
890;D21;9192;10111;19303;10164;11404;21568;824;8h-9h;1149;18h-19h;1233;8h-9h;789;18h-19h;Paris;Province;Province;Paris;PUTEAUX;19303 (10);TOURNANT;TRIENNALE;2010;MARS;TUBES;446.67756938795424;"{""type"": ""LineString"", ""coordinates"": [[2.249417621367499, 48.883876474709474], [2.248967568101178, 48.884082852177244], [2.248517448819888, 48.88432517584961], [2.247753613642946, 48.88472903509774], [2.247016849697815, 48.8852317697816], [2.246593778295812, 48.88558195430349], [2.246238952280232, 48.885869277918964], [2.245611104009279, 48.88641702280886], [2.245215301867553, 48.886749247668774]]}";48.8851928741, 2.2472368234
910;D914;11965;;11965;14510;;14510;2069;8h-9h;659;13h-14h;;;;;Province;Paris;;;NANTERRE;11965 (13);TOURNANT;ANNUELLE;2013;MARS;TUBES;775.4015724553504;"{""type"": ""LineString"", ""coordinates"": [[2.220602642587813, 48.898995364801564], [2.22032723780169, 48.89885099074569], [2.219871916503375, 48.8985247672856], [2.219963571101604, 48.89828475439052], [2.220405191622676, 48.89802414238355], [2.22812599487504, 48.89555095183969]]}";48.8970793927, 2.2235756967
970;D24A;5779;;5779;6779;;6779;870;9h-10h;428;14h-15h;;;;;Paris;Province;Province;Paris;NANTERRE;5779 (13);TOURNANT;TRIENNALE;2013;MARS;TUBES;261.2092679312036;"{""type"": ""LineString"", ""coordinates"": [[2.216907877255614, 48.90601403126113], [2.21700161132179, 48.90590291125299], [2.217274793046113, 48.90567850705904], [2.217643569408082, 48.905382301797616], [2.217930542634557, 48.905086012892355], [2.218395317209671, 48.904538260673704], [2.218614302712361, 48.90416101947136], [2.218682834984042, 48.90399931819366]]}";48.90506858, 2.2178713871
1260;D63;2989;3640;6629;3230;3946;7176;188;8h-9h;329;17h-18h;369;8h-9h;263;17h-18h;Paris;Province;Province;Paris;ANTONY;6629 (12);TOURNANT;TRIENNALE;2012;NOVEMBRE;TUBES;339.91005511273954;"{""type"": ""LineString"", ""coordinates"": [[2.28334354420321, 48.7448466524155], [2.284690586582986, 48.743310256182895], [2.285166808880366, 48.742753190716904], [2.28561582179636, 48.742214088451796], [2.285643020610324, 48.742196123245485]]}";48.7435237789, 2.28449702878
1320;D63;6467;6382;12849;6584;6822;13406;380;9h-10h;648;19h-20h;786;9h-10h;444;19h-20h;Paris;Province;Province;Paris;FONTENAY-AUX-ROSES;12849 (13);TOURNANT;TRIENNALE;2013;NOVEMBRE;TUBES;965.5994931809528;"{""type"": ""LineString"", ""coordinates"": [[2.294485346192968, 48.79837521422067], [2.294471749167275, 48.798366220941915], [2.294335786999271, 48.79825831743196], [2.29365595097115, 48.79776373744059], [2.293574374811215, 48.79770079273327], [2.292989824185016, 48.79716130383177], [2.292595740315421, 48.79663087184309], [2.292228942506667, 48.79601955672253], [2.29145466310867, 48.79468006284363], [2.290938512862452, 48.79377208361718], [2.290734831098018, 48.7933495717876], [2.290639781623077, 48.79315180105154], [2.289919821534432, 48.79201004995404], [2.289675304307357, 48.79163245956315], [2.289349221577481, 48.79120090798046], [2.289104729165848, 48.790805340340256], [2.288982525955099, 48.79056261631434]]}";48.7946463192, 2.29153116114
1380;D66;4483;4750;9233;4743;5067;9810;286;8h-9h;408;17h-18h;358;8h-9h;395;17h-18h;Département 94;Département 91;Département 91;Département 94;ANTONY;9233 (12);TOURNANT;TRIENNALE;2012;NOVEMBRE;TUBES;1888.5498134578315;"{""type"": ""LineString"", ""coordinates"": [[2.302386118810758, 48.7405356647528], [2.302098713633247, 48.740493885754994], [2.301665862633091, 48.7402823865724], [2.3009200553715132, 48.739873768363104], [2.300770643190257, 48.739765863653695], [2.300308766970335, 48.73952303890206], [2.299806133822407, 48.739271211163285], [2.299317067515326, 48.73905533722342], [2.298393292380263, 48.73864157851113], [2.298311783077808, 48.73860559821105], [2.297795571594641, 48.73836274484624], [2.297496703859151, 48.738236809369916], [2.297061972498276, 48.738074874722145], [2.29574414992422, 48.73766096194407], [2.295499589992677, 48.73760694621394], [2.29517356845782, 48.737463019129336], [2.294195505672128, 48.73704021944598], [2.293720058654229, 48.736842303934736], [2.293380427434689, 48.736734319459615], [2.292741920303779, 48.736536340093586], [2.292239275066111, 48.736374362338196], [2.291790971624917, 48.73623037913462], [2.291070970030091, 48.73600539442025], [2.290840018597863, 48.73594238638991], [2.289834746698348, 48.73562740004545], [2.289304924728881, 48.735483375627716], [2.289046810916464, 48.73541136503041], [2.288136592957127, 48.735186285810315], [2.287076887383673, 48.73498810116865], [2.286913870243729, 48.73494309126214], [2.285392277746173, 48.73463683658298], [2.284699438888425, 48.73447474364895], [2.284414158732106, 48.734402710610475], [2.28362623564576, 48.73421360429843], [2.283232272003057, 48.734123543140754], [2.282716053580243, 48.733997471010575], [2.281737958125197, 48.73376332310628], [2.281479901219237, 48.73365534326189], [2.281004542686051, 48.73344838784114], [2.280610686414926, 48.73326843444572], [2.280203362772884, 48.73298061247827], [2.279877510364409, 48.732746759530876]]}";48.7363791073, 2.29121278995
1390;D66;3490;2976;6466;4053;3486;7539;215;8h-9h;382;17h-18h;372;8h-9h;185;17h-18h;Département 94;Département 91;Département 91;Département 94;ANTONY;6466 (12);TOURNANT;TRIENNALE;2012;NOVEMBRE;TUBES;1101.1586611763157;"{""type"": ""LineString"", ""coordinates"": [[2.315925561716454, 48.73349561399868], [2.315830439751528, 48.73351357439659], [2.3157353163590813, 48.73353153470752], [2.315477122122429, 48.73358541898668], [2.314444346776653, 48.73379196225805], [2.314077438995407, 48.73386380051804], [2.313860009887352, 48.7339087011165], [2.313465919281494, 48.73398951946936], [2.313099003993427, 48.734070342649716], [2.309538556452505, 48.734761687063376], [2.308859065735593, 48.73490534360678], [2.308695995250218, 48.7349232819078], [2.308573685452394, 48.734950218012585], [2.307418545343575, 48.73518363671884], [2.306521606675949, 48.73536318024453], [2.304822840230689, 48.73570429416642], [2.304727708752444, 48.73572224534966], [2.303817162723132, 48.73590176455262], [2.302376588502638, 48.7361799961683], [2.301588336074154, 48.73634155713046]]}";48.7349206825, 2.30875739784
1450;D67A;3388;4039;7427;3593;4355;7948;253;8h-9h;296;18h-19h;375;8h-9h;363;18h-19h;Département 94;Département 91;Département 91;Département 94;ANTONY;7427 (12);TOURNANT;TRIENNALE;2012;NOVEMBRE;TUBES;871.1326015680916;"{""type"": ""LineString"", ""coordinates"": [[2.285643020610324, 48.742196123245485], [2.284963857945686, 48.741845284916906], [2.284434140038445, 48.74154843772636], [2.284189628299811, 48.74144046964165], [2.283809244713725, 48.74130547591631], [2.28351035738422, 48.74121545893969], [2.282885404230041, 48.74103540931123], [2.28130943217899, 48.740603243181766], [2.281187162432578, 48.74056723286382], [2.280209018646159, 48.74027015486976], [2.279502609534766, 48.740036119295105], [2.278918483959703, 48.739829104192594], [2.278375191777408, 48.73956817672897], [2.277438025432642, 48.73911829445974], [2.276351268880691, 48.73877618926943], [2.275291650279041, 48.738479029138105]]}";48.7402712895, 2.28049587023
