SECTION;RD;TMJA_S1;TMJA_S2;TMJA_S3;TMJO_S1;TMJO_S2;TMJO_S3;T_HPM_S1;HEURE_HPM_S1;T_HPS_S1;HEURE_HPS_S1;T_HPM_S2;HEURE_HPM_S2;T_HPS_S2;HEURE_HPS_S2;SENS1_DE;SENS1_VERS;SENS2_DE;SENS2_VERS;COMMUNE_COMPTEUR;TMJA_AA;TYPE_COMPTAGE;PERIODICITE;ANNEE_COMPTAGE;MOIS_COMPTAGE;TYPE_DU_COMPTEUR;LONGUEUR;geo_shape;geo_point_2d
25;D910;7507;11933;19440;7985;12759;20744;;;;;;;;;Sèvres;Chaville;Sèvres;Boulogne-Billancourt;SEVRES;19440 (17);SITER;ANNUELLE;2017;365J;;1121.589036993752;"{""type"": ""MultiLineString"", ""coordinates"": [[[2.223685076989332, 48.827295939469884], [2.223539499348167, 48.827287441477466], [2.222695661977252, 48.827223721818385], [2.22147107546497, 48.82697987345714], [2.221130905072169, 48.82691662876755], [2.220056009432521, 48.8266998746938], [2.219403002765324, 48.82652846539271], [2.219321389819378, 48.8265014218317], [2.219226164301633, 48.8264743649138], [2.217648375864322, 48.82593353231721], [2.217036306911385, 48.82572620086958], [2.215988927908231, 48.825401584833585], [2.214900768845299, 48.82505894100552], [2.213744586227372, 48.82470723008954], [2.2133782128345922, 48.82457204011347]], [[2.223685076989332, 48.827295939469884], [2.2243159197370472, 48.82705449788415], [2.224864325621386, 48.8271861395438], [2.225037047506981, 48.827911134529444], [2.224858807913071, 48.82780098865957], [2.224654889114393, 48.8276749694155], [2.224478160219714, 48.8275669501948], [2.224274204867628, 48.82745890529101], [2.224083844021794, 48.82735986070856], [2.223852548777205, 48.82730571465934], [2.223685076989332, 48.827295939469884]]]}";48.8264404876, 2.21995932733
27;D907;6867;8157;15024;7207;8498;15702;;;;;;;;;Paris;province;province;Paris;BOULOGNE-BILLANCOURT;15024 (17);SITER;ANNUELLE;2017;365J;;897.9162520535399;"{""type"": ""LineString"", ""coordinates"": [[2.252162599107658, 48.838626697982214], [2.251767705498555, 48.83865337873824], [2.2511685339872383, 48.83870687494195], [2.250460466366516, 48.83874231358859], [2.250433235729703, 48.838742294390755], [2.246844137748123, 48.83908717617134], [2.245585315325798, 48.83918805799038], [2.24404650658477, 48.83932168285634], [2.242507721555414, 48.839437313031894], [2.241159517195236, 48.83957105116493], [2.240424099749996, 48.83966033429553], [2.240040534762953, 48.8396952939957]]}";48.8391403997, 2.24609981717
28;D907;14821;15382;30203;15738;16374;32112;;;;;;;;;Paris;Province;Province;Paris;BOULOGNE-BILLANCOURT;30203 (17);SITER;ANNUELLE;2017;365J;;450.06888976831004;"{""type"": ""LineString"", ""coordinates"": [[2.228535320239054, 48.84071065295006], [2.228017665849698, 48.840827019973744], [2.224857883453655, 48.84121954520802], [2.222501909436602, 48.841388071084296]]}";48.8411101065, 2.22552633004
30;D907;5907;6290;12197;6397;6735;13132;;;;;;;;;Saint-Cloud;Garches;Saint-Cloud;Boulogne-Billancourt;SAINT-CLOUD;12197 (17);SITER;ANNUELLE;2017;365J;;587.1944838347899;"{""type"": ""LineString"", ""coordinates"": [[2.207045144614795, 48.84231592630498], [2.205234634388985, 48.84212520064057], [2.203083797975747, 48.841907102071836], [2.201953968724306, 48.841780001376414], [2.201123538303347, 48.84171614430285], [2.200796841298892, 48.84167982153769], [2.200157041921234, 48.84161617582069], [2.199136062811788, 48.84152512178483]]}";48.841909807, 2.20309160478
35;D985;15610;13917;29527;17775;15725;33500;955;8h-9h;1805;17h-18h;1467;8h-9h;1005;18h-19h;Saint-Cloud;Suresnes;Suresnes;Saint-Cloud;SURESNES;29527 (17);TOURNANT;TRIENNALE;2017;JUIN;Plots;1320.9587874581252;"{""type"": ""LineString"", ""coordinates"": [[2.223831853466191, 48.86841473953003], [2.223491271102784, 48.86841441579945], [2.223191676181404, 48.86836020657402], [2.222878538593402, 48.868270033870644], [2.222606271396486, 48.86817989900135], [2.222347687908272, 48.86806281537884], [2.222075561638783, 48.86790976747118], [2.221857910130096, 48.86776575967536], [2.221681169467288, 48.86760381556408], [2.221572503996074, 48.86745991209598], [2.221436673375868, 48.86728003261497], [2.221368739352299, 48.867199079831146], [2.220974898150391, 48.86665046623285], [2.220757455415164, 48.86641658169809], [2.220485564840979, 48.866164669254545], [2.219710431359915, 48.86556175326602], [2.219411365987585, 48.865282848931194], [2.219153151806568, 48.8650129716469], [2.219017479189516, 48.8647701774492], [2.2188683493358172, 48.864455470031096], [2.218760149381018, 48.86411384051872], [2.218665368456731, 48.86386209890754], [2.21862476744186, 48.86374522220833], [2.218516632887263, 48.86337662959196], [2.21835395001786, 48.86303494522056], [2.218218060267489, 48.862891011697734], [2.218027621514719, 48.8627739853232], [2.21786430354256, 48.86271091034742], [2.217455815300212, 48.86263860171103], [2.216965618066292, 48.86255722325825], [2.216897550977571, 48.862539179593824], [2.216829483923728, 48.862521136788324], [2.216652629658079, 48.862422096642405], [2.216435120850296, 48.862233140692936], [2.216258477935574, 48.862044225269344], [2.215824139341396, 48.861378714275396], [2.215132081908304, 48.86025457778234], [2.214982608091161, 48.860101637780964], [2.214873936278699, 48.859975702786606], [2.214724378890386, 48.85985871231898], [2.214629201394532, 48.859786714830115], [2.214479561123981, 48.8597056748253], [2.214275415014437, 48.85963356522633], [2.213907861466241, 48.859543311553004], [2.213635591657181, 48.85948011820004]]}";48.8640880928, 2.21861804067
36;D985;8519;9776;18295;9769;11480;21249;570;8h-9h;958;17h-18h;1164;8h-9h;761;18h-19h;Saint-Cloud;Suresnes;Saint-Cloud;Ville-d'Avray;SAINT-CLOUD;18295 (17);TOURNANT;TRIENNALE;2017;JUIN;Plots;241.11028726746238;"{""type"": ""LineString"", ""coordinates"": [[2.213635591657181, 48.85948011820004], [2.213621991176908, 48.859471117216096], [2.213336209275492, 48.85936297140245], [2.212955101649896, 48.859245738719665], [2.212220027712538, 48.85905623563023], [2.211784463328894, 48.85892995463305], [2.211675605846816, 48.858884903375014], [2.211376491657694, 48.858659901816885], [2.211172703853358, 48.85844398807878], [2.211091414762374, 48.85826415313585]]}";48.8590039156, 2.21226939176
42;D913;17876;20186;38062;19197;22486;41683;1256;9h-10h;1836;19h-20h;2481;9h-10h;1534;19h-20h;Puteaux;Nanterre;Puteaux;Neuilly-sur-Seine;PUTEAUX;38062 (13);TOURNANT;TRIENNALE;2013;JUIN;TUBES;676.1481316399476;"{""type"": ""LineString"", ""coordinates"": [[2.234921682111027, 48.88829437561136], [2.233057447359519, 48.8875211861916], [2.232567244823774, 48.88731405221445], [2.232240438534114, 48.8871789576907], [2.23123277350766, 48.886773643894585], [2.2311238393489, 48.88672861121777], [2.230960430825508, 48.88666555506401], [2.229789417489506, 48.88617919823058], [2.229585165116302, 48.88609812999974], [2.229203918664808, 48.88593601577958], [2.229026886333603, 48.88587294475508], [2.227869536259963, 48.88538658135746], [2.227501872039745, 48.88525143562834], [2.227243115411784, 48.885170313058346], [2.227052384635722, 48.88514317640924]]}";48.8866793581, 2.23099941055
44;D913;16190;24157;40347;17509;26224;43733;1009;9h-10h;1863;19h-20h;2442;8h-9h;1834;19h-20h;Paris;province;province;Paris;NANTERRE;40347 (13);TOURNANT;TRIENNALE;2013;JUIN;TUBES;1006.0684394072634;"{""type"": ""LineString"", ""coordinates"": [[2.214207954566601, 48.886092018617475], [2.212890733986082, 48.886162842212016], [2.21241366883889, 48.88619829405806], [2.21085977384188, 48.886322485917674], [2.210559892728285, 48.88634913045116], [2.210423589814276, 48.88635797325928], [2.209333149629434, 48.88643769874725], [2.208992382834637, 48.8864642957957], [2.206756955457407, 48.886632637249555], [2.206661535406914, 48.886641520803686], [2.206388905453621, 48.886668184921945], [2.205761899852244, 48.88671243404879], [2.205257614367018, 48.88672985338909], [2.203267400618918, 48.88692536131669], [2.202340405531167, 48.88703216719117], [2.200587242346159, 48.88714816392]]}";48.8865964999, 2.20739551203
45;D913;10850;12469;23319;11762;13622;25384;685;9h-10h;1050;19h-20h;1384;9h-10h;953;19h-20h;Nanterre;Rueil Malmaison;Nanterre;Puteaux;NANTERRE;23319 (14);TOURNANT;ANNUELLE;2014;JUIN;TUBES;1357.2114253086436;"{""type"": ""LineString"", ""coordinates"": [[2.200587242346159, 48.88714816392], [2.199533879957773, 48.88669644002592], [2.198594477200089, 48.886344849493504], [2.198362994311464, 48.88627268228001], [2.196715588922378, 48.8856865812017], [2.195857868265302, 48.885380000732575], [2.194646258512924, 48.88492020716118], [2.193815793122423, 48.88462263172748], [2.192372752168814, 48.8840906391035], [2.189513888134861, 48.88307156982729], [2.188193397622682, 48.882602588429414], [2.187853032501524, 48.88249431538876], [2.186600523987204, 48.88208831231287], [2.185947246073609, 48.88180887864107], [2.184735780543106, 48.88135797107194], [2.18439543136011, 48.88124968778886]]}";48.8841625223, 2.19250463776
62;D909;12538;11921;24459;13324;12933;26257;632;8h-9h;1020;17h-18h;919;8h-9h;705;17h-18h;Gennevilliers;Argenteuil;Gennevilliers;Asnières;GENNEVILLIERS;24459 (12);TOURNANT;ANNUELLE;2012;JANVIER;TUBES;677.4488705904356;"{""type"": ""LineString"", ""coordinates"": [[2.261225325140641, 48.9354883210193], [2.261211671537367, 48.93549729963128], [2.261129747125013, 48.935551168553694], [2.260938601672758, 48.935667877342404], [2.26091130695639, 48.93567684666613], [2.260802073075601, 48.93574867249257], [2.260665517218618, 48.93584744133247], [2.260597245470696, 48.93589233132666], [2.259259223583347, 48.93669130250665], [2.258863152813489, 48.93700558546449], [2.258808519253848, 48.937050483887326], [2.258180306860634, 48.93751738941136], [2.2570738917088002, 48.93846027670491], [2.256677836258945, 48.93874759130451], [2.256308961471602, 48.93909783078712], [2.256131377682324, 48.93925048723039], [2.255912770259771, 48.939466024129395], [2.25524330545029, 48.94010363452898]]}";48.937668598, 2.25813744941
66;D911;7822;12231;20053;8598;13186;21784;676;8h-9h;700;19h-20h;790;10h-11h;1263;18h-19h;Gennevilliers;Pont d'Epinay;Gennevilliers;Clichy;GENNEVILLIERS;20053 (15);TOURNANT;TRIENNALE;2015;JANVIER;TUBES;132.71336054670667;"{""type"": ""LineString"", ""coordinates"": [[2.295793490076782, 48.91583274024456], [2.295820682637063, 48.915931606110156], [2.29576584691276, 48.91630005529529], [2.295683673974119, 48.916749378553334], [2.295656187279852, 48.91701897961698]]}";48.9164242994, 2.29574064068
67;D913;22334;18060;40394;23983;18998;42981;1393;9h-10h;2321;19h-20h;1948;9h-10h;1149;18h-19h;Paris;Province;Province;Paris;RUEIL-MALMAISON;40394 (13);TOURNANT;ANNUELLE;2013;JUIN;TUBES;669.3436207764443;"{""type"": ""LineString"", ""coordinates"": [[2.157059756883328, 48.86961784163125], [2.156923678052626, 48.8695726991307], [2.156161447439318, 48.86937382063269], [2.152581949177112, 48.868388705096386], [2.15215994789777, 48.868298176727905], [2.151901075894675, 48.86830676269455], [2.148440254140444, 48.868445132852145], [2.148344988523868, 48.86841802009432]]}";48.8687005188, 2.15273888533
69;D911;9836;11261;21096;11737;13684;25421;622;8h-9h;1163;17h-18h;1220;8h-9h;859;18h-19h;Paris;Province;Province;Paris;GENNEVILLIERS;21096 (17);TOURNANT;ANNUELLE;2017;JANVIER;Plots;661.0772288908805;"{""type"": ""LineString"", ""coordinates"": [[2.302463424772246, 48.93325156653087], [2.3024770283880702, 48.933305492457336], [2.302722281929082, 48.933718959212094], [2.302844885541591, 48.93396163965556], [2.3030219419868, 48.93437508695503], [2.303130902823338, 48.93462675063396], [2.303239848173889, 48.93490537409833], [2.303811765514967, 48.93646026182557], [2.303920775010258, 48.936649016180354], [2.303988877490002, 48.936810798977014], [2.304179571217368, 48.93726019437527], [2.304233978076385, 48.93751184125476], [2.304261096036731, 48.93777246767827], [2.304260932322497, 48.938033085850286], [2.304260721255119, 48.93836560030554], [2.304247023730087, 48.93845546454508], [2.304205786431211, 48.93894973035908], [2.304192092175906, 48.93903060854542]]}";48.936082854, 2.30360614672
84;D986;3462;4086;7548;3406;4186;7592;233;9h-10h;255;16h-17h;232;11h-12h;353;18h-19h;Gennevilliers;Saint-Denis;Gennevilliers;Colombes;GENNEVILLIERS;7548 (13);TOURNANT;TRIENNALE;2013;JANVIER;TUBES;776.5838216202401;"{""type"": ""LineString"", ""coordinates"": [[2.294137239817941, 48.93316069677841], [2.292710937053688, 48.93281700283116], [2.292301837868795, 48.9326910347147], [2.292029095867894, 48.93261903714071], [2.291647256122353, 48.93252003773297], [2.2899093687473018, 48.932007105248516], [2.28917903288379, 48.93181810201513], [2.288579032922073, 48.931647110301675], [2.288309285560268, 48.9315619759537], [2.286301839849282, 48.93095417792952], [2.285306451421167, 48.93063921155717], [2.284432498269943, 48.93036205839739]]}";48.9318147942, 2.28926988053
91;D131;5814;8822;14636;6625;9723;16348;;;;;;;;;Nanterre;La Garenne-Colombes;Nanterre;Rueil Malmaison;NANTERRE;14636 (17);SITER;ANNUELLE;2017;365J;;1117.2585279606333;"{""type"": ""LineString"", ""coordinates"": [[2.200587242346159, 48.88714816392], [2.200690733570456, 48.8872819396779], [2.201411926918035, 48.887705161800305], [2.202173946953874, 48.88815538806582], [2.20250051773998, 48.888353475916595], [2.203257262366348, 48.8887795801543], [2.203752588636346, 48.88903791012424], [2.204201715090454, 48.88928106589314], [2.205276791730593, 48.88991136366958], [2.206229457861427, 48.890451644506605], [2.207100481857839, 48.89094689237571], [2.210108406273573, 48.8926397240953], [2.21106115211261, 48.8931889526016], [2.212041135138949, 48.89375617542463]]}";48.8904814869, 2.2062898413
94;D912;6044;4362;10406;5765;4752;10517;453;8h-9h;330;17h-18h;299;8h-9h;354;18h-19h;Clichy;Saint-Denis;Clichy;Paris;CLICHY;10406 (17);TOURNANT;ANNUELLE;2017;JANVIER;Plots;1023.2534663533387;"{""type"": ""LineString"", ""coordinates"": [[2.310488623216746, 48.89742229634119], [2.310883788206944, 48.89768300914057], [2.311306223785432, 48.89793473927933], [2.31280521207557, 48.89885173552594], [2.313404813983921, 48.89923830023977], [2.313786388245047, 48.89947203902772], [2.314072569033688, 48.89965183577103], [2.314154334854655, 48.89970577359231], [2.314495028422452, 48.89992152898732], [2.314794847026403, 48.90010132594349], [2.314958384826666, 48.900200214412166], [2.315149178806166, 48.90031708137489], [2.315312713742092, 48.90042495631082], [2.315571645388471, 48.90059575758885], [2.315953247062855, 48.900811515196345], [2.316607404430874, 48.9012430089381], [2.316716425539416, 48.901332898153605], [2.316920859632446, 48.90144976480945], [2.317466009852059, 48.90179136371984], [2.317588671862865, 48.90186328070973], [2.318079325876835, 48.90214195767793], [2.3189515935118, 48.90269030379002], [2.319673952947097, 48.90314875101384], [2.320396322247613, 48.903616181544784], [2.320614399937867, 48.90375101775575]]}";48.9005806171, 2.31555549942
102;D182;6473;7122;13595;6797;7544;14341;445;9h-10h;478;20h-21h;401;8h-9h;573;18h-19h;Vaucresson;RD 907;Vaucresson;RD 182a;VAUCRESSON;13595 (13);TOURNANT;TRIENNALE;2013;JUIN;TUBES;610.7830881421188;"{""type"": ""LineString"", ""coordinates"": [[2.153117908497687, 48.832493270952284], [2.153226087235378, 48.832700154384874], [2.153307293789542, 48.8328350947044], [2.153469611048124, 48.83313193806682], [2.153699620155554, 48.83353673814164], [2.153902626644649, 48.833878581916174], [2.154105635903047, 48.83422042531789], [2.154322009882832, 48.83463419012942], [2.154620041430559, 48.835057067239745], [2.154755492300968, 48.835255003117126], [2.15495876358007, 48.83552494325508], [2.155229325149583, 48.836019677716195], [2.155405153076755, 48.83635248904286], [2.1555133180134582, 48.83656835815873], [2.155553910318872, 48.8366403205437], [2.155959160544803, 48.837557677295536], [2.155972650240284, 48.83759364891697], [2.155999722804453, 48.83763862744704]]}";48.835045397, 2.15459976994
106;D50;5826;6051;11877;6927;7202;14129;513;8h-9h;539;17h-18h;609;8h-9h;487;18h-19h;Rd Pt Marcel Sembat;Rd Pt Rhin et Danube;Rd Pt Rhin et Danube;Rd Pt Marcel Sembat;BOULOGNE-BILLANCOURT;11877 (10);SITER;ANNUELLE;2010;365J;BOUCLES;1357.416934948631;"{""type"": ""LineString"", ""coordinates"": [[2.228535320239054, 48.84071065295006], [2.228848846201725, 48.84054017287163], [2.229026078341811, 48.84043248265186], [2.230279891937507, 48.839876380300666], [2.231356602712991, 48.83935605749011], [2.231547387608052, 48.83927533817394], [2.231969872555031, 48.839077983061046], [2.232092540788151, 48.83901517796859], [2.232528672907676, 48.838799858475035], [2.232624090039682, 48.83874601640938], [2.233687121502435, 48.83823464795925], [2.234191335063401, 48.83801039299861], [2.236235467527734, 48.83706843745325], [2.236467133552304, 48.836960781750406], [2.237925076592048, 48.83636881810882], [2.238020500059985, 48.83630598449755], [2.238579085893182, 48.83610871838666], [2.23928754786033, 48.835848660437335], [2.239519167326552, 48.83575897356632], [2.240132250847412, 48.835534782313665], [2.240622729476417, 48.835346439177115], [2.240976975731217, 48.835202922966275], [2.241195007953017, 48.83509524608998], [2.241317704763972, 48.835005469074574], [2.2420127870720012, 48.83460158090585], [2.242694325797059, 48.834152740039144], [2.2434166618765, 48.83372190141581], [2.243566516093661, 48.833668093766455]]}";48.8372229376, 2.23607684458
110;D50;4160;7716;11876;4534;8707;13241;;;;;;;;;Vanves;Boulogne-Billancourt;Vanves;Malakoff;VANVES;11876 (17);SITER;ANNUELLE;2017;365J;;1150.1092344603114;"{""type"": ""LineString"", ""coordinates"": [[2.279185768457591, 48.82694877821213], [2.280442213512882, 48.82595289722802], [2.280523955425569, 48.8258900213517], [2.28083729808485, 48.82564750191329], [2.281788062791616, 48.824831997800835], [2.282989823500733, 48.82390488286809], [2.284529256714412, 48.822602352395165], [2.285183119456543, 48.82208135065562], [2.285278460558911, 48.822018477759116], [2.285373765586889, 48.82199155575626], [2.285618801873439, 48.82195571100938], [2.28586382826727, 48.821928852804724], [2.286163308222601, 48.82189303031499], [2.286517267064776, 48.82182127830584], [2.286871251629436, 48.82172256310368], [2.287361413035763, 48.82155200084083], [2.288096647024635, 48.8213006484202], [2.288763791938473, 48.82107622718195], [2.289308394126769, 48.82089669159191], [2.289635153294906, 48.820788968996084], [2.290261452681958, 48.820564523263954], [2.290533780942443, 48.82043880080831], [2.2906699845894343, 48.82033100173481]]}";48.8231485969, 2.28466358635
111;D50;5624;2213;7837;6455;2498;8953;;;;;;;;;Malakoff;Vanves;Malakoff;Montrouge;MALAKOFF;7837 (17);SITER;ANNUELLE;2017;365J;;687.24290485009;"{""type"": ""LineString"", ""coordinates"": [[2.2906699845894343, 48.82033100173481], [2.290860550436058, 48.82031309968238], [2.292643968553306, 48.819828438399995], [2.292916232906257, 48.819765625183535], [2.293351862113604, 48.81965793214832], [2.293923622919451, 48.81951433648562], [2.29422309878869, 48.81946051795535], [2.294726752312338, 48.81937980748927], [2.295107881611681, 48.81933500344638], [2.295679584613751, 48.81925431305274], [2.296074294648508, 48.81924546104035], [2.296414561724392, 48.81923659014215], [2.297312829194596, 48.81926385474046], [2.297503382493074, 48.81925493054974], [2.297816429345966, 48.81924604564452], [2.299749135362734, 48.819210713813305]]}";48.8195176787, 2.2951762072
125;D1;13630;14735;28365;16156;17393;33549;;;;;;;;;Levallois-Perret;Clichy;Levallois-Perret;Neuilly-sur-Seine;LEVALLOIS-PERRET;28365 (17);SITER;ANNUELLE;2017;365J;;1016.8682567701917;"{""type"": ""LineString"", ""coordinates"": [[2.267624393709815, 48.89363057937435], [2.267910441917714, 48.893765552491104], [2.267978544293849, 48.89380154075294], [2.268877544888426, 48.894242427313245], [2.269449634306079, 48.89453034145532], [2.26947687165248, 48.894548331013894], [2.269558606035591, 48.89458432657716], [2.269613079521203, 48.894620305627384], [2.270239675135719, 48.8949262208879], [2.270621035427665, 48.89515111230202], [2.271765136851595, 48.89582577982145], [2.272391602562806, 48.8962575037395], [2.272718481049398, 48.89646438438899], [2.273045406955526, 48.89663531528598], [2.274189724520507, 48.89718413814014], [2.275633894746325, 48.89777803937277], [2.277350649654593, 48.898434968830074], [2.2783453215877563, 48.89879494587599], [2.278536077737273, 48.898866935942564], [2.278713225101443, 48.89892094549876], [2.278822235308606, 48.89895694695622]]}";48.8964655209, 2.27314499639
126;D1;9791;10263;20054;11197;12036;23233;743;9h-10h;954;17h-18h;1032;8h-9h;945;19h-20h;Clichy;Saint-Denis;Clichy;Boulogne-Billancourt;CLICHY;20054 (13);TOURNANT;TRIENNALE;2013;JANVIER;TUBES;932.904663294056;"{""type"": ""LineString"", ""coordinates"": [[2.289641434375758, 48.903437299173525], [2.29026827074418, 48.90372513284124], [2.290581692320716, 48.90386904794564], [2.293675046375161, 48.905371050808306], [2.296618611645961, 48.90687292127574], [2.297763357477913, 48.90748442307631], [2.2978996458992222, 48.90754737710715], [2.2990172860931573, 48.907979115490825], [2.299521602951546, 48.90815901490082], [2.299835070480929, 48.908311892580095], [2.299929451318372, 48.9083585983887]]}";48.9059328007, 2.29477191582
138;D7;29512;33006;62518;31210;35920;67130;;;;;;;;;Asnières;Gennevilliers;Asnières;Courbevoie;ASNIERES;62518 (17);SITER;ANNUELLE;2017;365J;BOUCLES;1072.1214440899596;"{""type"": ""LineString"", ""coordinates"": [[2.287704078758047, 48.90505419977606], [2.288017484305412, 48.90521609577173], [2.288739706740545, 48.90556688517101], [2.289857112186302, 48.90612452925474], [2.290729214987434, 48.90660118502022], [2.291587721315299, 48.9070508676012], [2.291792129968677, 48.90715878911371], [2.292078223417549, 48.90740154819937], [2.292119076840939, 48.907455485793086], [2.292228014037875, 48.907608306882686], [2.292336951900163, 48.90776112786587], [2.292432294781179, 48.907869008381745], [2.29280002853521, 48.908309512021304], [2.29303160585328, 48.90854326069473], [2.293685551220304, 48.90911867112502], [2.293903575543168, 48.90926254298281], [2.294326031534749, 48.90950534443367], [2.29469399818515, 48.909694203319525], [2.295171027870958, 48.90990107301753], [2.295607172235626, 48.91008995226086], [2.296138745890691, 48.91029683671724], [2.296574903616084, 48.91047672621631], [2.297569974063184, 48.910791603456055], [2.29821063902488, 48.91099851400899], [2.298687739654249, 48.911142460348664]]}";48.9082981874, 2.29310182273
121;D1;16548;9995;26543;19095;11649;30744;;;;;;;;;Paris;Province;Province;Paris;BOULOGNE-BILLANCOURT;26543 (17);SITER;ANNUELLE;2017;365J;;1583.7870689503072;"{""type"": ""MultiLineString"", ""coordinates"": [[[2.2285248132268882, 48.82898860840376], [2.228491678860311, 48.82901769402417], [2.228341183647029, 48.82937706356755], [2.228218176820555, 48.82961063139238], [2.228122413189322, 48.82983523560886], [2.228094960723237, 48.829943062982], [2.227861345669543, 48.83098541949234], [2.227751567589654, 48.831398750917835], [2.227655383163583, 48.831821083374216], [2.227504418978557, 48.83239615536327], [2.227408362651187, 48.83275557279336], [2.2272716152165852, 48.83304305219106], [2.227107677353904, 48.83331253079813], [2.226902873833455, 48.833590959041686], [2.226575331703612, 48.83396813720862], [2.225988419346971, 48.834668629086075], [2.225647229320677, 48.8350547791111], [2.225169577872969, 48.83558460313674], [2.224855760200779, 48.83589887506641], [2.224541900205537, 48.836231122026355], [2.22430984246678, 48.83650951932624], [2.224200512418343, 48.83669815650878], [2.22411845105144, 48.83686884402915], [2.224077293536289, 48.83701260672443], [2.224063482547222, 48.837102469867254], [2.224049398901952, 48.83731815976785], [2.224049046467721, 48.83747993650133], [2.224088543348814, 48.83810011954783], [2.224154628102906, 48.83901691934501], [2.224167872860829, 48.839187695806814], [2.224194556497643, 48.83943937466213], [2.224248453671847, 48.83970006596298], [2.224356737082601, 48.8399967588752]], [[2.224356737082601, 48.8399967588752], [2.224519562829115, 48.84025755328829], [2.224655391447099, 48.840410470439664], [2.224736815131031, 48.840536373935194], [2.224954049380652, 48.840824181197924], [2.225184729721867, 48.84119288942425]], [[2.224356737082601, 48.8399967588752], [2.224857883453655, 48.84121954520802]]]}";48.8356056894, 2.22579700025
130;D7;12924;8722;21646;14194;9959;24153;1068;8h-9h;1207;18h-19h;759;8h-9h;821;18h-19h;Paris;Province;Province;Paris;ISSY-LES-MOULINEAUX;21646 (07);SITER;ANNUELLE;2007;365J;BOUCLES;572.7392713055693;"{""type"": ""LineString"", ""coordinates"": [[2.242855432507465, 48.820055853220374], [2.243535373476694, 48.82007400672743], [2.245395498021052, 48.82031883532935], [2.246284223548235, 48.82052692593674], [2.247357285481064, 48.820818308960355], [2.248952639716359, 48.82124515972393], [2.25017582210041, 48.82169250453835]]}";48.8206852735, 2.24655484073
135;D7;23446;23889;37641;14628;26109;40737;;;;;;;;;Puteaux;Asnières;Puteaux;Suresnes;PUTEAUX;37641 (17);SITER;ANNUELLE;2017;365J;;1239.616177498832;"{""type"": ""LineString"", ""coordinates"": [[2.252750912407124, 48.88721314378221], [2.251168285180941, 48.88539912837986], [2.250723966221648, 48.88500982094938], [2.250043637382936, 48.88438021876446], [2.249417621367499, 48.883876474709474], [2.248778066803258, 48.88332778064307], [2.247811800464412, 48.88259010700773], [2.247716536263323, 48.88251813804319], [2.246777490304114, 48.88181642435631], [2.246042618863134, 48.88125865586874], [2.244273881333667, 48.87972945519347], [2.243049306735114, 48.87873989515126], [2.242573115033709, 48.87834407797082]]}";48.88265049, 2.24778503807
144;D3;9663;9168;18831;4297;10841;15138;370;8h-9h;376;17h-18h;1134;8h-9h;814;18h-19h;Suresnes;Nanterre;Suresnes;Paris;SURESNES;18831 (17);TOURNANT;TRIENNALE;2017;JUIN;Plots;288.3515732858696;"{""type"": ""LineString"", ""coordinates"": [[2.223831853466191, 48.86841473953003], [2.224074902662283, 48.86941257007211], [2.224088408597952, 48.86946650664646], [2.224115225057144, 48.86966425527998], [2.224209946719526, 48.869960928151585], [2.22454888334754, 48.87072517516275], [2.224589560050696, 48.87081508772392], [2.224562019987679, 48.87094987201798]]}";48.8696970101, 2.22418012806
146;D3;5149;5160;10309;5975;5890;11865;418;8h-9h;475;17h-18h;453;8h-9h;442;18h-19h;Nanterre;RD913;Nanterre;Suresnes;NANTERRE;10309 (17);TOURNANT;TRIENNALE;2017;JUIN;Plots;1650.0494693602;"{""type"": ""LineString"", ""coordinates"": [[2.216058344264864, 48.87778094014548], [2.215962796194475, 48.8778527422093], [2.215676445529855, 48.87794232455745], [2.215144679782196, 48.878094567442695], [2.214653789624032, 48.87824685028805], [2.214435583694912, 48.87832751259179], [2.214067577765365, 48.878372070945396], [2.213440721151965, 48.8783983861225], [2.213045482865874, 48.87843392624583], [2.210796613847507, 48.87867422908953], [2.209692091571114, 48.8790055877173], [2.207578367994403, 48.87967736469484], [2.207360168077488, 48.87974902658195], [2.20708719225309, 48.87992847667618], [2.207046222688684, 48.879964381349886], [2.206690989547328, 48.88034146132162], [2.206035514095325, 48.880897958117664], [2.205967200648598, 48.88096978157168], [2.205857914315058, 48.88107750922021], [2.204997630057405, 48.88178655829075], [2.204478089321206, 48.88246003119787], [2.20442344367369, 48.88251389387241], [2.203548310752121, 48.883681267808825], [2.203425271449984, 48.88383391470962], [2.20283722689029, 48.88463312382384], [2.202659462240502, 48.884866593620146], [2.20260474258703, 48.88494741727844], [2.202591069105381, 48.88496537689599], [2.2017705976824242, 48.88604292360625], [2.200691583108263, 48.88695839923617], [2.200615678339603, 48.88705018715827], [2.200587242346159, 48.88714816392]]}";48.8811706645, 2.20756204113
